,Municipality,Total,BE,CDS-PP,PAN,PCP-PEV,PPD/PSD,PS,Others,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People_x,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Total_Number_People_y,Without_Education,Basic_First_Cycle,Basic_Second_Cycle,Basic_Third_Cycle,Secondary,Superior,Fraction_Without_Education,Fraction_Basic_First_Cycle,Fraction_Basic_Second_Cycle,Fraction_Basic_Third_Cycle,Fraction_Secondary,Fraction_Superior,Total_Average_income,Unemployment_%Rate,Unemployment_Rate,Coordinates,x,y
125,Soure,9736,600,869,97.0,700.0,3508.0,3630.0,332.0,PS,0.3728430566967954,19166,2305,11596,5265,0.12026505269748514,0.6050297401648753,0.2747052071376396,16987,3205,5060.0,1539.0,3112.0,2739.0,1332.0,0.18867369164655326,0.2978748454700653,0.0905986931182669,0.18319891681874376,0.16124094896097016,0.0784129039854006,688.4,6,0.06,"(40.0604197, -8.621863399999999)",40.060419700000004,-8.6218634
126,Tábua,6004,184,526,50.0,286.0,2941.0,1833.0,184.0,PPD/PSD,0.48984010659560295,12063,1646,7590,2827,0.13645030257813148,0.6291967172345188,0.23435298018734974,10434,1575,3760.0,1233.0,1945.0,1282.0,639.0,0.15094882116158712,0.36036036036036034,0.11817136285221391,0.18640981406938853,0.12286754839946329,0.061242093156986775,624.3,6.8,0.068,"(40.3656384, -8.0356087)",40.365638399999995,-8.0356087
127,Vila Nova de Poiares,3135,133,347,42.0,128.0,1548.0,826.0,111.0,PPD/PSD,0.4937799043062201,7278,1135,4811,1333,0.15594943665842265,0.6610332508931025,0.18315471283319593,6185,803,1914.0,797.0,1354.0,916.0,401.0,0.12983023443815683,0.30945836701697654,0.12886014551333871,0.21891673403395312,0.1481002425222312,0.06483427647534357,694.5,6.2,0.062,"(40.2107667, -8.25907)",40.2107667,-8.25907
128,Alvaiázere,4181,73,678,27.0,50.0,2738.0,537.0,78.0,PPD/PSD,0.6548672566371682,7272,785,4187,2301,0.10794829482948295,0.5757700770077008,0.3164191419141914,6500,1364,2369.0,697.0,911.0,759.0,400.0,0.20984615384615385,0.36446153846153845,0.10723076923076923,0.14015384615384616,0.11676923076923076,0.06153846153846154,643.4,5.5,0.055,"(39.8253215, -8.3827766)",39.8253215,-8.3827766
129,Ansião,7216,172,706,56.0,140.0,4471.0,1506.0,165.0,PPD/PSD,0.6195953436807096,13101,1690,8091,3320,0.12899778642851692,0.6175864437829174,0.2534157697885658,11445,2027,3736.0,1263.0,1901.0,1702.0,816.0,0.17710790738313675,0.32643075578855396,0.11035386631716906,0.16609873307121015,0.1487112276103102,0.07129750982961992,687.7,6.7,0.067,"(39.9107177, -8.438509999999999)",39.9107177,-8.43851
130,Batalha,8482,443,1318,110.0,176.0,4826.0,1366.0,243.0,PPD/PSD,0.5689695826456025,15828,2481,10437,2910,0.1567475360121304,0.6594010614101592,0.18385140257771038,13335,1478,3997.0,1742.0,2599.0,2187.0,1332.0,0.11083614548181478,0.29973753280839893,0.1306336707911511,0.19490063742032246,0.1640044994375703,0.09988751406074241,755.4,4.7,0.047,"(39.6582957, -8.8241243)",39.658295700000004,-8.8241243
131,Castanheira de Pêra,1721,52,153,15.0,50.0,679.0,723.0,49.0,PS,0.4201045903544451,3164,333,1872,959,0.10524652338811631,0.5916561314791403,0.3030973451327434,2853,518,1133.0,288.0,454.0,314.0,146.0,0.18156326673676831,0.39712583245706273,0.10094637223974763,0.15913073957237994,0.11005958640028041,0.05117420259376095,701.8,9.3,0.09300000000000001,"(40.0063802, -8.2109607)",40.0063802,-8.210960700000001
132,Figueiró dos Vinhos,3843,137,385,27.0,83.0,2222.0,884.0,105.0,PPD/PSD,0.5781941191777258,6148,656,3648,1844,0.10670136629798309,0.5933636955107352,0.2999349381912817,5512,1037,1934.0,626.0,860.0,690.0,365.0,0.18813497822931785,0.3508708272859216,0.11357039187227866,0.15602322206095792,0.12518142235123367,0.06621915820029027,680.6,10.2,0.102,"(39.9026838, -8.2760816)",39.9026838,-8.2760816
133,Leiria,66540,3867,10163,860.0,2107.0,34476.0,13038.0,2029.0,PPD/PSD,0.5181244364292155,126839,19444,85868,21528,0.15329669896482942,0.6769842083270918,0.16972697671851716,107580,10931,26728.0,13224.0,21749.0,19152.0,15796.0,0.10160810559583566,0.24844766685257483,0.12292247629670942,0.20216583007994052,0.17802565532626882,0.14683026584867076,819.1,5.5,0.055,"(39.74953310000001, -8.807682999999999)",39.7495331,-8.807683
134,Marinha Grande,18003,1853,1758,309.0,3279.0,4922.0,5102.0,780.0,PS,0.28339721157584846,38734,5867,25739,7128,0.15146899364899055,0.6645066349976765,0.184024371353333,32879,3198,8708.0,3972.0,7173.0,6178.0,3650.0,0.09726573192615347,0.2648499041941665,0.12080659387450957,0.21816356945162566,0.1879010918823565,0.1110131086711883,933.1,7,0.07,"(39.7503802, -8.931805899999999)",39.7503802,-8.9318059
135,Pedrógão Grande,2035,45,182,12.0,28.0,1308.0,424.0,36.0,PPD/PSD,0.6427518427518427,3891,450,2154,1288,0.1156515034695451,0.5535851966075559,0.33102030326394244,3481,697,1260.0,392.0,490.0,453.0,189.0,0.2002298190175237,0.36196495259982764,0.11261131858661304,0.1407641482332663,0.13013501867279517,0.05429474288997414,668.7,8.8,0.08800000000000001,"(39.917835, -8.1458099)",39.917835,-8.1458099
136,Pombal,26062,1046,3270,274.0,551.0,15300.0,4967.0,654.0,PPD/PSD,0.5870616222853197,55179,7710,34840,12629,0.13972707008100907,0.6313996266695663,0.2288733032494246,47489,8928,14253.0,5282.0,8332.0,6911.0,3783.0,0.18800143191054772,0.3001326623007433,0.11122575754385226,0.1754511571100676,0.1455284381646276,0.07966055297016152,753.1,4.7,0.047,"(39.9167748, -8.6321415)",39.9167748,-8.6321415
137,Porto de Mós,12566,701,1865,121.0,452.0,6425.0,2617.0,385.0,PPD/PSD,0.5113003342352379,24324,3644,15761,4920,0.14981088636737377,0.6479608617003783,0.20226936359151457,20684,2569,6507.0,2754.0,3999.0,3023.0,1832.0,0.12420228195706827,0.3145909882034423,0.133146393347515,0.19333784567781861,0.1461516147747051,0.08857087603945078,784.3,5.7,0.057,"(39.6022749, -8.8165669)",39.6022749,-8.816566900000002
138,Aguiar da Beira,3082,51,549,20.0,37.0,1770.0,609.0,46.0,PPD/PSD,0.5743024010382868,5454,608,3377,1469,0.11147781444811147,0.6191785845251192,0.26934360102676935,4862,1236,1743.0,455.0,655.0,547.0,226.0,0.2542163718634307,0.35849444672974085,0.09358288770053476,0.13471822295351707,0.11250514191690662,0.04648292883587001,598.5,5.2,0.052000000000000005,"(40.816453, -7.5454104)",40.816453,-7.545410400000001
139,Carregal do Sal,4891,143,677,29.0,124.0,2589.0,1220.0,109.0,PPD/PSD,0.5293396033530975,9811,1399,6047,2365,0.14259504637651615,0.61634899602487,0.2410559575986138,8488,1317,2934.0,1170.0,1477.0,1032.0,558.0,0.1551602262016965,0.3456644674835061,0.1378416588124411,0.17401036757775684,0.12158341187558906,0.06573986804901037,712.6,6.3,0.063,"(40.4347784, -7.9980002)",40.4347784,-7.998000200000001
140,Castro Daire,7467,112,868,28.0,175.0,4036.0,2080.0,168.0,PPD/PSD,0.5405115843042722,15276,2035,9254,3987,0.13321550144016758,0.6057868551976957,0.2609976433621367,13308,2765,4786.0,1739.0,2005.0,1311.0,702.0,0.2077697625488428,0.35963330327622484,0.130673279230538,0.15066125638713557,0.098512173128945,0.0527502254283138,636.3,6,0.06,"(40.8997924, -7.933502)",40.8997924,-7.933502000000001
141,Mangualde,10330,227,1128,62.0,331.0,4555.0,3831.0,196.0,PPD/PSD,0.4409486931268151,19851,2735,12548,4568,0.13777643443655233,0.6321092136416302,0.23011435192181753,17207,2272,5717.0,2312.0,3109.0,2229.0,1568.0,0.13203928633695589,0.33224850351601093,0.1343639216597896,0.1806822804672517,0.12954030336490963,0.09112570465508224,736.1,8.3,0.083,"(40.6045573, -7.7638745)",40.604557299999996,-7.763874499999999
142,Nelas,6894,274,925,50.0,242.0,3336.0,1900.0,167.0,PPD/PSD,0.48389904264577893,13994,1921,8776,3298,0.13727311705016434,0.6271259111047592,0.2356724310418751,12111,1529,4141.0,1463.0,2194.0,1678.0,1106.0,0.1262488646684832,0.3419205680786062,0.12079927338782924,0.18115762529931467,0.13855172983238379,0.09132193873338287,788.7,7,0.07,"(40.537787, -7.8498679)",40.537787,-7.8498679000000005
143,Oliveira de Frades,5454,143,739,37.0,146.0,3036.0,1235.0,118.0,PPD/PSD,0.5566556655665567,10260,1547,6597,2117,0.15077972709551657,0.6429824561403509,0.20633528265107212,8718,1041,2815.0,1355.0,1585.0,1214.0,708.0,0.11940812112869924,0.3228951594402386,0.15542555632025695,0.18180775407203487,0.1392521220463409,0.08121128699242945,936.2,4.6,0.046,"(40.7322554, -8.1737805)",40.7322554,-8.1737805
144,Penalva do Castelo,4321,86,547,16.0,161.0,2145.0,1262.0,104.0,PPD/PSD,0.49641286739180746,7930,985,4763,2183,0.12421185372005045,0.6006305170239596,0.2752837326607818,6977,1509,2572.0,873.0,956.0,679.0,388.0,0.2162820696574459,0.3686398165400602,0.12512541206822417,0.13702164253977353,0.09731976494195213,0.055611294252544075,655.4,7.8,0.078,"(40.6862295, -7.633112999999999)",40.686229499999996,-7.633113000000001
145,Santa Comba Dão,6191,178,634,42.0,167.0,3398.0,1650.0,122.0,PPD/PSD,0.548861250201906,11543,1505,7157,2882,0.13038204972710735,0.6200294550810015,0.249675127783072,10064,1432,3306.0,1415.0,1730.0,1348.0,833.0,0.1422893481717011,0.32849761526232113,0.14060015898251194,0.17189984101748806,0.13394276629570748,0.08277027027027027,734.4,5.7,0.057,"(40.39305909999999, -8.150243300000001)",40.3930591,-8.1502433
146,São Pedro do Sul,9098,373,989,54.0,362.0,4203.0,2832.0,285.0,PPD/PSD,0.4619696636623434,16788,2170,10275,4343,0.12925899451989517,0.6120443173695497,0.2586966881105552,14706,2341,5117.0,2026.0,2227.0,1888.0,1107.0,0.15918672650618795,0.347953216374269,0.13776689786481708,0.15143478852169182,0.1283829729362165,0.07527539779681762,624.3,6.5,0.065,"(40.7597932, -8.0640758)",40.759793200000004,-8.0640758
147,Sátão,6587,150,1201,37.0,98.0,3553.0,1406.0,142.0,PPD/PSD,0.5393957795658114,12431,1681,7950,2801,0.1352264500040222,0.6395302067412115,0.22532378730592872,10717,1913,3548.0,1475.0,1605.0,1327.0,849.0,0.1785014463002706,0.33106279742465244,0.13763179994401417,0.14976206027806288,0.12382196510217412,0.07921993095082579,591.9,7.3,0.073,"(40.7423572, -7.732120099999999)",40.74235720000001,-7.7321201
148,Tondela,14606,395,1830,111.0,486.0,8090.0,3369.0,325.0,PPD/PSD,0.5538819663152129,28874,3447,17579,7848,0.11938075777516105,0.6088176213894854,0.2718016208353536,25503,3832,8966.0,3323.0,4134.0,3224.0,2024.0,0.15025683252950633,0.35156648237462257,0.13029839626710582,0.16209857663804259,0.12641650001960553,0.07936321217111712,769.2,4.9,0.049,"(40.5168388, -8.080047100000002)",40.516838799999995,-8.0800471
149,Vila Nova de Paiva,2691,50,387,11.0,62.0,1591.0,540.0,50.0,PPD/PSD,0.5912300260126347,5159,684,3133,1342,0.1325838340763714,0.6072882341539058,0.2601279317697228,4476,888,1378.0,639.0,726.0,540.0,305.0,0.19839142091152814,0.30786416443252906,0.1427613941018767,0.16219839142091153,0.12064343163538874,0.06814119749776586,620.1,9.6,0.096,"(40.8511511, -7.7295377)",40.8511511,-7.729537700000001
150,Viseu,50462,2193,7023,418.0,1544.0,25626.0,12571.0,1087.0,PPD/PSD,0.5078276723078752,99203,15324,65973,17907,0.15447113494551576,0.6650302914226385,0.1805086539721581,84115,8360,21578.0,9538.0,15184.0,14474.0,14981.0,0.09938774297093265,0.25652975093621827,0.11339237948047316,0.18051477144385664,0.17207394638292814,0.17810140878559116,751.9,7.6,0.076,"(40.6565861, -7.9124712)",40.656586100000006,-7.9124712
151,Vouzela,5902,171,713,20.0,139.0,3056.0,1662.0,141.0,PPD/PSD,0.5177905794645883,10522,1319,6363,2841,0.1253563961224102,0.6047329405056073,0.27000570233795856,9232,1360,3392.0,1261.0,1453.0,1106.0,660.0,0.14731369150779897,0.36741767764298094,0.13659012131715773,0.15738734835355286,0.11980069324090122,0.07149046793760831,660.2,5.2,0.052000000000000005,"(40.7231807, -8.1120232)",40.7231807,-8.112023200000001
152,Castelo Branco,28651,1637,3229,233.0,1357.0,11418.0,9743.0,1034.0,PPD/PSD,0.3985201214617291,55909,7205,35747,12958,0.12887012824411095,0.6393782754118299,0.23176948255200414,49002,6030,13389.0,4514.0,9045.0,8714.0,7310.0,0.12305620178768213,0.27323374556140567,0.09211868903310069,0.1845843026815232,0.17782947634790416,0.14917758458838415,734.1,7.5,0.075,"(39.8031161, -7.4597725)",39.803116100000004,-7.459772500000001
153,Idanha-a-Nova,5574,151,503,27.0,180.0,2219.0,2231.0,263.0,PS,0.4002511661284535,9665,962,4646,4058,0.09953440248318676,0.4807035695809622,0.4198654940506984,8870,2491,3249.0,751.0,1155.0,776.0,448.0,0.28083427282976325,0.36629086809470124,0.08466741826381059,0.13021420518602028,0.08748590755355129,0.05050732807215333,658.5,7.6,0.076,"(39.9013925, -7.200580599999999)",39.9013925,-7.200580599999999
154,Oleiros,3481,40,316,14.0,37.0,2276.0,709.0,89.0,PPD/PSD,0.6538351048549268,5698,440,3111,2148,0.07722007722007722,0.545981045981046,0.37697437697437697,5327,1381,2137.0,433.0,618.0,472.0,286.0,0.25924535385770603,0.40116388211000564,0.08128402477942556,0.11601276515862587,0.08860521869720293,0.05368875539703398,629.5,2.7,0.027000000000000003,"(39.9185272, -7.9137986)",39.91852720000001,-7.913798599999999
155,Penamacor,3017,99,355,12.0,85.0,1275.0,1042.0,149.0,PPD/PSD,0.4226052369903878,5659,455,2806,2399,0.08040289803852271,0.4958473228485598,0.4239264887789362,5267,1451,1915.0,529.0,683.0,473.0,216.0,0.27548889310803115,0.36358458325422444,0.10043668122270742,0.1296753370039871,0.08980444275678755,0.04101006265426239,628.6,5.1,0.051,"(40.169313, -7.171492499999999)",40.169313,-7.1714925
156,Proença-a-Nova,4779,78,560,28.0,64.0,2544.0,1375.0,130.0,PPD/PSD,0.5323289391086001,8292,824,4816,2652,0.09937288953207911,0.5808007718282682,0.31982633863965265,7511,1451,2650.0,677.0,1165.0,998.0,570.0,0.1931833311143656,0.35281587005724935,0.09013446944481428,0.1551058447610172,0.13287178804420183,0.07588869657835175,653.1,5.1,0.051,"(39.7492692, -7.924331400000001)",39.7492692,-7.9243314
157,Vila Velha de Ródão,2153,69,120,10.0,118.0,774.0,982.0,80.0,PS,0.45610775661867164,3517,208,1888,1421,0.059141313619562125,0.5368211543929485,0.4040375319874893,3258,616,1423.0,288.0,440.0,316.0,175.0,0.18907305095150398,0.4367710251688152,0.08839779005524862,0.13505217925107427,0.09699201964395335,0.053713934929404544,902.9,4.3,0.043,"(39.6545102, -7.6712121)",39.654510200000004,-7.6712121
158,Abrantes,20448,1528,2572,180.0,1687.0,6642.0,6917.0,922.0,PS,0.3382726917057903,39148,4966,24044,10138,0.12685194645958925,0.614182078267089,0.25896597527332177,34378,4396,10675.0,3954.0,6642.0,5186.0,3525.0,0.12787247658386178,0.31051835476176626,0.11501541683634883,0.19320495665832801,0.15085228925475594,0.1025365059049392,798.0,9.5,0.095,"(39.4630563, -8.1995808)",39.4630563,-8.1995808
159,Alcanena,7405,473,945,61.0,688.0,3203.0,1740.0,295.0,PPD/PSD,0.4325455773126266,13809,1863,8792,3155,0.13491201390397567,0.6366862191324498,0.2284741835035122,12005,1342,3814.0,1669.0,2201.0,1903.0,1076.0,0.11178675551853394,0.31770095793419406,0.13902540608079966,0.1833402748854644,0.15851728446480634,0.08962932111620159,804.5,5.7,0.057,"(39.4583616, -8.669328799999999)",39.4583616,-8.6693288
160,Constância,2098,102,295,25.0,297.0,587.0,681.0,111.0,PS,0.32459485224022877,4052,607,2577,869,0.1498025666337611,0.6359822309970385,0.214461994076999,3437,404,1025.0,387.0,677.0,592.0,352.0,0.11754437009019494,0.2982251963922025,0.11259819610125109,0.19697410532441081,0.17224323537969158,0.10241489671224906,923.3,7.4,0.07400000000000001,"(39.4780719, -8.337225199999999)",39.478071899999996,-8.3372252
161,Entroncamento,10130,957,1780,97.0,854.0,3436.0,2632.0,374.0,PPD/PSD,0.3391905231984205,20270,3304,13486,3480,0.1629995066600888,0.6653182042427233,0.17168228909718797,16951,1002,3620.0,1749.0,3764.0,3834.0,2982.0,0.059111556840304405,0.2135567223172674,0.10317975340687865,0.2220517963541974,0.22618134623326058,0.17591882484809157,838.7,5.4,0.054000000000000006,"(39.4611239, -8.478759)",39.4611239,-8.478759
162,Ferreira do Zêzere,4807,176,461,36.0,129.0,2644.0,1171.0,190.0,PPD/PSD,0.550031204493447,8598,1098,5111,2389,0.12770411723656663,0.5944405675738544,0.27785531518957896,7525,1453,2632.0,876.0,1228.0,955.0,381.0,0.19308970099667774,0.3497674418604651,0.11641196013289036,0.16318936877076412,0.12691029900332226,0.0506312292358804,649.2,4.3,0.043,"(39.6932144, -8.2905257)",39.693214399999995,-8.2905257
163,Mação,4745,204,467,35.0,164.0,2312.0,1391.0,172.0,PPD/PSD,0.4872497365648051,7309,675,3858,2776,0.09235189492406622,0.5278423860993295,0.3798057189766042,6672,1346,2358.0,687.0,1202.0,691.0,388.0,0.20173860911270983,0.3534172661870504,0.10296762589928057,0.18015587529976018,0.10356714628297362,0.05815347721822542,653.2,4.8,0.048,"(39.60433140000001, -7.981084500000001)",39.6043314,-7.9810845
164,Ourém,24236,685,3382,162.0,530.0,15559.0,3265.0,653.0,PPD/PSD,0.6419788744017164,45943,6711,29463,9769,0.14607230698909518,0.6412946477156477,0.21263304529525717,39265,5947,11214.0,5102.0,7213.0,5996.0,3793.0,0.15145804151279765,0.2855978606901821,0.12993760346364447,0.18370049662549345,0.1527059722399083,0.09660002546797403,740.0,4.8,0.048,"(39.6564974, -8.5773408)",39.6564974,-8.577340800000002
165,Sardoal,2400,115,311,21.0,120.0,1142.0,560.0,131.0,PPD/PSD,0.47583333333333333,3946,466,2466,1014,0.11809427268119614,0.6249366447034972,0.25696908261530665,3458,451,1115.0,419.0,665.0,520.0,288.0,0.1304222093695778,0.3224407171775593,0.12116830537883169,0.19230769230769232,0.15037593984962405,0.08328513591671487,638.5,8.2,0.08199999999999999,"(39.5375181, -8.1612773)",39.53751810000001,-8.1612773
166,Sertã,8798,246,1097,77.0,145.0,4920.0,2008.0,305.0,PPD/PSD,0.5592180040918391,15852,2093,9383,4377,0.13203381276810497,0.5919126924047439,0.2761165783497351,13900,2592,4722.0,1369.0,2438.0,1954.0,825.0,0.1864748201438849,0.33971223021582736,0.09848920863309353,0.17539568345323742,0.14057553956834531,0.05935251798561151,654.2,6.6,0.066,"(39.8052663, -8.098925699999999)",39.80526629999999,-8.0989257
167,Tomar,21515,1329,2730,229.0,1270.0,9285.0,5828.0,844.0,PPD/PSD,0.4315593771787125,40497,5155,25219,10124,0.1272933797565252,0.6227374867274119,0.24999382670321257,35415,4049,10698.0,4109.0,6629.0,5774.0,4156.0,0.11433008612169984,0.30207539178314274,0.11602428349569391,0.18718057320344486,0.16303826062402937,0.11735140477198927,758.7,7.1,0.071,"(39.6053819, -8.4043125)",39.6053819,-8.4043125
168,Torres Novas,19062,1638,2204,197.0,1967.0,6650.0,5577.0,829.0,PPD/PSD,0.34886160948483896,36701,4972,23049,8680,0.13547314787063022,0.6280210348491867,0.2365058172801831,31654,3412,8944.0,3800.0,5954.0,5451.0,4093.0,0.1077904846148986,0.28255512731408355,0.12004801920768307,0.18809629114803816,0.17220572439502116,0.12930435332027548,802.4,5.9,0.059000000000000004,"(39.4790062, -8.540103)",39.4790062,-8.540103
169,Vila de Rei,2017,39,296,12.0,39.0,1317.0,259.0,55.0,PPD/PSD,0.652949925632127,3468,317,1908,1243,0.09140715109573241,0.5501730103806228,0.35841983852364473,3088,686,1185.0,246.0,455.0,376.0,140.0,0.22215025906735753,0.38374352331606215,0.07966321243523317,0.14734455958549222,0.12176165803108809,0.04533678756476684,611.8,4.2,0.042,"(39.6742376, -8.1557066)",39.6742376,-8.155706599999998
170,Vila Nova da Barquinha,3876,266,536,41.0,417.0,1199.0,1211.0,206.0,PS,0.3124355005159959,7331,1026,4495,1811,0.1399536216068749,0.6131496385213477,0.24703314691038059,6320,626,1885.0,831.0,1204.0,1130.0,644.0,0.0990506329113924,0.29825949367088606,0.1314873417721519,0.19050632911392404,0.1787974683544304,0.10189873417721519,689.4,5.3,0.053,"(39.4589562, -8.4322387)",39.4589562,-8.4322387
171,Almeida,4219,143,546,30.0,131.0,2221.0,1028.0,120.0,PPD/PSD,0.5264280635221616,7173,572,4108,2493,0.07974348250383383,0.5727031925275338,0.3475533249686324,6650,1150,2591.0,608.0,1005.0,831.0,465.0,0.17293233082706766,0.38962406015037593,0.09142857142857143,0.1511278195488722,0.1249624060150376,0.06992481203007518,637.4,4,0.04,"(40.7254048, -6.905594199999999)",40.72540479999999,-6.9055941999999995
172,Belmonte,3438,187,290,25.0,233.0,1188.0,1339.0,176.0,PS,0.38947062245491565,6843,797,4313,1734,0.11646938477276049,0.6302791173461932,0.2533976326172731,6051,988,2069.0,704.0,954.0,849.0,487.0,0.16327879689307553,0.34192695422244257,0.11634440588332506,0.1576598909271195,0.14030738720872582,0.08048256486531152,687.5,9.6,0.096,"(40.351063, -7.3408535)",40.351063,-7.340853500000001
173,Celorico da Beira,4644,201,502,19.0,124.0,2378.0,1305.0,115.0,PPD/PSD,0.5120585701981051,7666,943,4523,2201,0.12301069658231151,0.590007826767545,0.28711192277589354,6755,1312,2482.0,598.0,1127.0,773.0,463.0,0.19422649888971133,0.3674315321983716,0.08852701702442635,0.16683937823834197,0.11443375277572168,0.0685418208734271,618.1,7.2,0.07200000000000001,"(40.6335005, -7.3927217)",40.633500500000004,-7.3927217
174,Covilhã,28137,1410,2301,206.0,2465.0,7864.0,13007.0,884.0,PS,0.4622738742580943,51549,6325,33235,11989,0.12269879144115307,0.6447263768453316,0.23257483171351528,45428,5682,13591.0,4863.0,8242.0,7229.0,5821.0,0.12507704499427666,0.2991767192040151,0.10704851633353879,0.18142995509377477,0.1591309324645593,0.12813683190983535,712.7,10,0.1,"(40.2804158, -7.4922407)",40.2804158,-7.492240700000001
175,Figueira de Castelo Rodrigo,3294,87,253,12.0,54.0,1808.0,1027.0,53.0,PPD/PSD,0.5488767455980571,6253,697,3594,1963,0.1114664960818807,0.5747641132256517,0.31392931392931395,5588,1150,2014.0,652.0,797.0,560.0,415.0,0.205798138869005,0.3604151753758053,0.11667859699355762,0.1426270579813887,0.10021474588403723,0.07426628489620615,764.5,5.4,0.054000000000000006,"(40.8946241, -6.963561299999999)",40.8946241,-6.963561299999999
176,Fornos de Algodres,2997,73,437,15.0,64.0,1470.0,862.0,76.0,PPD/PSD,0.4904904904904905,4979,561,2985,1434,0.11267322755573408,0.5995179754970877,0.2880096404900582,4447,866,1786.0,415.0,631.0,454.0,295.0,0.19473802563525971,0.4016190690353047,0.09332134022936811,0.1418934112885091,0.10209129750393524,0.06633685630762312,602.9,8.1,0.081,"(40.6201957, -7.539550699999999)",40.620195700000004,-7.5395506999999995
177,Fundão,15191,658,1468,121.0,663.0,6004.0,5621.0,656.0,PPD/PSD,0.395234020143506,29108,3552,17710,7847,0.12202830836883331,0.6084238010169025,0.2695822454308094,25779,4506,8022.0,2813.0,4640.0,3348.0,2450.0,0.17479343651809612,0.31118352147096473,0.10911982621513636,0.1799914659218744,0.12987315256604212,0.09503859730788626,679.3,8.7,0.087,"(40.137963, -7.501077299999999)",40.137963,-7.5010773
178,Gouveia,7617,289,705,54.0,328.0,3775.0,2295.0,171.0,PPD/PSD,0.4956019430221872,13994,1473,8155,4367,0.10525939688437902,0.5827497498928113,0.3120623124196084,12557,2126,4818.0,1294.0,1857.0,1356.0,1106.0,0.1693079557219081,0.3836903719041172,0.10305009158238433,0.14788564147487457,0.10798757665047384,0.08807836266624193,657.7,9.8,0.098,"(40.4923318, -7.5936526)",40.492331799999995,-7.5936525999999995
179,Guarda,22816,1120,3194,195.0,931.0,9903.0,6847.0,626.0,PPD/PSD,0.4340375175315568,42371,5793,27938,8641,0.13672087040664604,0.6593660758537679,0.20393665478747255,36708,3848,9423.0,3333.0,7689.0,6185.0,6230.0,0.10482728560531764,0.2567015364498202,0.09079764628963713,0.20946387708401437,0.16849188187860956,0.16971777269260108,739.3,8.3,0.083,"(40.5308408, -7.2221421)",40.5308408,-7.2221421
180,Manteigas,1880,80,183,3.0,134.0,742.0,684.0,54.0,PPD/PSD,0.3946808510638298,3423,368,2181,875,0.10750803388840198,0.6371603856266433,0.2556237218813906,3087,436,1288.0,311.0,435.0,393.0,224.0,0.14123744735989635,0.41723356009070295,0.1007450599287334,0.14091350826044705,0.12730806608357628,0.07256235827664399,651.8,8.8,0.08800000000000001,"(40.4022206, -7.538339300000001)",40.4022206,-7.5383393
181,Mêda,3186,37,387,13.0,67.0,1778.0,834.0,70.0,PPD/PSD,0.5580665411173886,5169,543,2849,1778,0.10504933255948927,0.55117043915651,0.3439736893016057,4680,1017,1836.0,474.0,580.0,458.0,315.0,0.2173076923076923,0.3923076923076923,0.10128205128205128,0.12393162393162394,0.09786324786324786,0.0673076923076923,640.1,3.7,0.037000000000000005,"(40.9670544, -7.259595099999999)",40.9670544,-7.2595951
182,Pinhel,5282,132,687,14.0,187.0,2907.0,1206.0,149.0,PPD/PSD,0.5503597122302158,9575,1049,5519,3008,0.10955613577023499,0.5763968668407311,0.3141514360313316,8627,1642,3243.0,828.0,1351.0,992.0,571.0,0.19033267648081603,0.3759128318071172,0.09597774429117886,0.1566013677987713,0.11498782890923843,0.06618755071287817,645.1,6.5,0.065,"(40.778586, -7.135937699999999)",40.778586,-7.1359377
183,Sabugal,6862,172,760,33.0,198.0,3472.0,2004.0,223.0,PPD/PSD,0.5059749344214515,12471,985,6546,4941,0.078983241119397,0.5248977628097186,0.39619918210247773,11540,2783,4415.0,895.0,1605.0,1172.0,670.0,0.24116117850953206,0.38258232235701906,0.07755632582322357,0.13908145580589254,0.10155979202772963,0.05805892547660312,633.2,4.9,0.049,"(40.3793416, -7.0498442)",40.379341600000004,-7.0498442
184,Seia,13607,457,1258,59.0,741.0,5841.0,4917.0,334.0,PPD/PSD,0.42926434923201295,24612,2652,15861,6100,0.10775231594344223,0.644441735738664,0.24784657890459938,21941,3096,8118.0,2332.0,3539.0,2934.0,1922.0,0.1411056925390821,0.36999225194840707,0.10628503714507087,0.16129620345471948,0.13372225513878128,0.0875985597739392,675.6,9.2,0.092,"(40.4161238, -7.7088512)",40.416123799999994,-7.708851200000001
185,Trancoso,5367,171,613,33.0,120.0,2905.0,1383.0,142.0,PPD/PSD,0.5412707285261785,9869,1070,5934,2865,0.10842030600871416,0.6012767250987942,0.29030296889249163,8773,1620,3218.0,754.0,1429.0,1061.0,691.0,0.1846574717884418,0.3668072495155591,0.08594551464721303,0.16288612789239712,0.12093924541205973,0.07876439074432919,705.3,3.4,0.034,"(40.7787604, -7.3491442)",40.778760399999996,-7.3491442
186,Alcochete,7907,531,1141,107.0,1516.0,2316.0,1970.0,326.0,PPD/PSD,0.2929050208675857,17740,3471,11588,2682,0.19565952649379934,0.6532130777903044,0.1511837655016911,14237,1090,2920.0,1501.0,2803.0,3098.0,2825.0,0.07656107325981597,0.20509938891620424,0.10542951464493924,0.19688136545620566,0.21760202289808245,0.1984266348247524,1517.7,6.3,0.063,"(38.7561726, -8.9598931)",38.7561726,-8.9598931
