,Municipality,Total,BE,CDS-PP,PAN,PCP-PEV,PPD/PSD,PS,Others,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People_x,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Total_Number_People_y,Without_Education,Basic_First_Cycle,Basic_Second_Cycle,Basic_Third_Cycle,Secondary,Superior,Fraction_Without_Education,Fraction_Basic_First_Cycle,Fraction_Basic_Second_Cycle,Fraction_Basic_Third_Cycle,Fraction_Secondary,Fraction_Superior,Total_Average_income,Unemployment_%Rate,Unemployment_Rate,Coordinates,x,y
64,Moimenta da Beira,5422,88,669,21.0,131.0,2777.0,1618.0,118.0,PPD/PSD,0.5121726300258207,10201,1472,6387,2342,0.14429957847269875,0.6261150867562004,0.22958533477110088,8754,1412,3043.0,1056.0,1381.0,1147.0,715.0,0.16129769248343614,0.34761251999086135,0.12063056888279644,0.1577564541923692,0.1310258167694768,0.08167694768106008,639.4,8.4,0.084,"(40.9813255, -7.615518699999999)",40.9813255,-7.615518700000001
65,Murça,3522,80,311,25.0,76.0,1882.0,1096.0,52.0,PPD/PSD,0.5343554798409994,5950,753,3599,1598,0.1265546218487395,0.604873949579832,0.26857142857142857,5287,1058,1867.0,682.0,760.0,551.0,369.0,0.200113485908833,0.35313031965197655,0.12899564970682806,0.1437488178551163,0.10421789294495934,0.06979383393228675,651.6,7.8,0.078,"(41.4072842, -7.453387899999999)",41.4072842,-7.4533879
66,Penedono,1517,43,153,10.0,48.0,760.0,456.0,47.0,PPD/PSD,0.5009887936717206,2945,377,1779,789,0.12801358234295415,0.6040747028862479,0.26791171477079795,2590,489,953.0,351.0,315.0,298.0,184.0,0.1888030888030888,0.36795366795366796,0.13552123552123552,0.12162162162162163,0.11505791505791506,0.07104247104247104,670.3,5.3,0.053,"(40.9903208, -7.3943499)",40.9903208,-7.394349900000001
67,Peso da Régua,8414,254,869,29.0,458.0,3612.0,3012.0,180.0,PPD/PSD,0.4292845257903494,17097,2321,11508,3269,0.13575481078551793,0.6731005439550798,0.19120313505293327,14809,2184,4804.0,1892.0,2545.0,2045.0,1339.0,0.14747788506988993,0.3243973259504355,0.12776014585724896,0.1718549530690796,0.13809170099263962,0.09041798906070633,753.7,9.6,0.096,"(41.1656737, -7.7867018)",41.1656737,-7.7867017999999995
68,Sabrosa,3645,68,263,17.0,94.0,1761.0,1373.0,69.0,PPD/PSD,0.4831275720164609,6359,814,3933,1613,0.12800754835665984,0.6184934738166379,0.2536562352571159,5571,1048,2086.0,660.0,847.0,589.0,341.0,0.18811703464369053,0.3744390594148268,0.11847065158858373,0.15203733620534912,0.10572608149344821,0.061209836654101596,849.9,8.4,0.084,"(41.266132, -7.5755135)",41.266132,-7.5755135
69,Santa Marta de Penaguião,4171,96,332,16.0,123.0,1824.0,1713.0,67.0,PPD/PSD,0.4373052025893071,7323,894,4623,1806,0.1220811142974191,0.631298648095043,0.2466202376075379,6470,1406,2326.0,800.0,875.0,663.0,400.0,0.21731066460587325,0.35950540958268934,0.12364760432766615,0.13523956723338484,0.10247295208655333,0.061823802163833076,644.3,10.1,0.10099999999999999,"(41.2098807, -7.784071899999999)",41.20988070000001,-7.7840719
70,São João da Pesqueira,3724,101,413,24.0,121.0,1847.0,1104.0,114.0,PPD/PSD,0.4959720730397422,7852,1087,5010,1755,0.13843606724401428,0.6380539989811513,0.22350993377483444,6815,1236,2503.0,1032.0,1005.0,702.0,337.0,0.1813646368305209,0.3672780630961115,0.15143066764490096,0.1474688187820983,0.10300807043286868,0.04944974321349963,721.1,5.9,0.059000000000000004,"(41.14773810000001, -7.405053300000001)",41.1477381,-7.4050533
71,Sernancelhe,3268,44,504,12.0,32.0,1848.0,768.0,60.0,PPD/PSD,0.565483476132191,5677,716,3510,1452,0.12612295226351947,0.618284305090717,0.25576889202043335,4954,854,1846.0,601.0,744.0,653.0,256.0,0.1723859507468712,0.37262817924909164,0.12131610819539766,0.15018167137666533,0.13181267662494953,0.051675413807024624,599.8,6.2,0.062,"(40.8998417, -7.4900188)",40.8998417,-7.4900188
72,Tabuaço,3321,43,550,13.0,61.0,1625.0,955.0,74.0,PPD/PSD,0.48931044866004214,6356,778,4090,1488,0.1224040276903713,0.6434864694776589,0.2341095028319698,5560,964,1973.0,775.0,923.0,634.0,291.0,0.17338129496402876,0.35485611510791365,0.1393884892086331,0.1660071942446043,0.11402877697841726,0.052338129496402874,697.3,9.2,0.092,"(41.1162713, -7.5674579)",41.1162713,-7.5674579
73,Tarouca,3827,102,572,25.0,134.0,1928.0,950.0,116.0,PPD/PSD,0.503788868565456,8043,1267,5198,1578,0.15752828546562228,0.6462762650752207,0.19619544945915704,6770,990,2374.0,1014.0,1139.0,819.0,434.0,0.14623338257016247,0.35066469719350074,0.14977843426883308,0.16824224519940917,0.12097488921713441,0.06410635155096012,696.9,9.6,0.096,"(41.0174461, -7.775003600000001)",41.0174461,-7.775003599999999
74,Torre de Moncorvo,4764,119,438,0.0,150.0,2327.0,1578.0,152.0,PPD/PSD,0.48845507976490343,8555,769,4856,2931,0.08988895382817066,0.5676212741087083,0.34260666277030977,7826,1641,2876.0,790.0,1003.0,944.0,572.0,0.20968566317403528,0.36749297214413496,0.10094556606184513,0.12816253513927933,0.1206235624840276,0.07308970099667775,906.1,9.7,0.09699999999999999,"(41.1856059, -7.0498442)",41.1856059,-7.0498442
75,Vila Nova de Foz Côa,4025,89,362,19.0,116.0,2046.0,1293.0,100.0,PPD/PSD,0.5083229813664596,7270,814,4218,2239,0.11196698762035763,0.5801925722145804,0.3079779917469051,6520,1204,2498.0,678.0,844.0,792.0,504.0,0.18466257668711655,0.38312883435582823,0.10398773006134969,0.1294478527607362,0.12147239263803682,0.07730061349693251,715.3,6.8,0.068,"(41.0822466, -7.1403598)",41.082246600000005,-7.1403598
76,Vila Real,28625,997,2706,202.0,1134.0,15030.0,8039.0,517.0,PPD/PSD,0.5250655021834061,51853,7685,35062,9107,0.14820743254970783,0.6761807417121478,0.17563111102539872,44136,4468,11129.0,4584.0,7823.0,7738.0,8394.0,0.10123255392423419,0.252152437919159,0.10386079390973355,0.17724759833242704,0.17532173282581112,0.19018488308863513,759.5,8,0.08,"(41.3010351, -7.7422354)",41.3010351,-7.742235400000001
77,Alfândega da Fé,3226,45,268,0.0,65.0,1606.0,1158.0,84.0,PPD/PSD,0.49783013019218847,5070,501,2949,1621,0.09881656804733728,0.5816568047337278,0.319723865877712,4608,930,1624.0,487.0,729.0,519.0,319.0,0.20182291666666666,0.3524305555555556,0.1056857638888889,0.158203125,0.11263020833333333,0.06922743055555555,639.2,9.3,0.09300000000000001,"(41.344363, -6.9601807)",41.344363,-6.9601807
78,Bragança,16934,535,1774,0.0,564.0,9056.0,4551.0,454.0,PPD/PSD,0.5347820951931026,35334,4379,23107,7848,0.12393162393162394,0.6539593592573725,0.22210901681100356,30964,4022,7999.0,3157.0,5137.0,5087.0,5562.0,0.12989277871076088,0.25833225681436506,0.10195711148430435,0.16590233819919906,0.16428755974680273,0.17962795504456788,727.1,7.4,0.07400000000000001,"(41.8061131, -6.756737999999999)",41.8061131,-6.756738
79,Macedo de Cavaleiros,8847,184,1208,0.0,229.0,4821.0,2160.0,245.0,PPD/PSD,0.5449304849101391,15726,1848,9514,4365,0.1175123998473865,0.60498537453898,0.27756581457458984,13928,2323,4808.0,1473.0,2163.0,1707.0,1454.0,0.16678632969557725,0.34520390580126364,0.10575818495117749,0.15529867892016083,0.122558874210224,0.10439402642159679,681.4,8.6,0.086,"(41.5153524, -6.877992600000001)",41.5153524,-6.877992599999999
80,Miranda do Douro,3917,71,293,0.0,52.0,2217.0,1173.0,111.0,PPD/PSD,0.565994383456727,7485,752,4341,2393,0.10046760187040749,0.5799599198396793,0.3197060788243153,6752,1322,2167.0,676.0,1090.0,886.0,611.0,0.19579383886255924,0.3209419431279621,0.10011848341232228,0.16143364928909953,0.13122037914691942,0.09049170616113744,682.8,6.3,0.063,"(41.4995412, -6.2712311)",41.4995412,-6.2712311
81,Mirandela,12491,355,2005,0.0,445.0,6914.0,2486.0,286.0,PPD/PSD,0.5535185333440077,23786,2875,15069,5842,0.12086941898595813,0.6335239216345749,0.2456066593794669,20954,3292,6334.0,2592.0,3273.0,3000.0,2463.0,0.15710604180586046,0.3022811873627947,0.12369953230886704,0.15619929369094207,0.14317075498711462,0.11754318984442111,693.9,10.1,0.10099999999999999,"(41.4853545, -7.180871100000001)",41.4853545,-7.180871099999999
82,Mogadouro,5465,82,701,0.0,83.0,3118.0,1357.0,124.0,PPD/PSD,0.5705397987191216,9500,952,5468,3081,0.10021052631578947,0.5755789473684211,0.3243157894736842,8655,1830,2916.0,913.0,1267.0,985.0,744.0,0.21143847487001732,0.3369150779896014,0.10548815713460427,0.1463893703061814,0.11380704794916234,0.08596187175043328,656.2,6.9,0.069,"(41.3419345, -6.7094364)",41.3419345,-6.7094364
83,Vila Flor,3868,111,453,0.0,122.0,1820.0,1267.0,95.0,PPD/PSD,0.4705274043433299,6675,733,4043,1900,0.109812734082397,0.6056928838951311,0.2846441947565543,5976,1068,2188.0,725.0,887.0,679.0,429.0,0.178714859437751,0.36613119143239625,0.12131860776439089,0.14842704149933067,0.11362115127175368,0.07178714859437751,654.2,8.9,0.08900000000000001,"(41.30833690000001, -7.1536516)",41.3083369,-7.1536516
84,Vimioso,2738,30,142,0.0,35.0,1733.0,718.0,80.0,PPD/PSD,0.6329437545653762,4656,436,2494,1726,0.0936426116838488,0.5356529209621993,0.3707044673539519,4264,991,1628.0,475.0,546.0,381.0,243.0,0.2324108818011257,0.3818011257035647,0.11139774859287055,0.12804878048780488,0.08935272045028142,0.05698874296435272,608.7,6.6,0.066,"(41.5844451, -6.529121099999999)",41.5844451,-6.529121099999999
85,Vinhais,5218,77,544,0.0,97.0,2706.0,1645.0,149.0,PPD/PSD,0.5185894978919127,9025,743,4824,3459,0.08232686980609419,0.5345152354570637,0.3832686980609418,8372,1779,3338.0,1189.0,876.0,775.0,415.0,0.212494027711419,0.3987099856665074,0.14202102245580506,0.10463449593884376,0.09257047300525562,0.049569995222169136,627.4,7.7,0.077,"(41.8224297, -7.0498442)",41.8224297,-7.0498442
86,Alcobaça,29272,1466,3709,342.0,1430.0,14699.0,6694.0,932.0,PPD/PSD,0.5021522273845312,56644,8171,37106,11367,0.1442518183744086,0.6550737942235718,0.20067438740201962,48411,5701,14968.0,6075.0,9487.0,7621.0,4559.0,0.11776249199562083,0.30918592881783064,0.12548800892359174,0.19596785854454565,0.1574228997541881,0.094172811964223,741.1,7,0.07,"(39.54866699999999, -8.979649199999999)",39.548667,-8.979649199999999
87,Alenquer,20011,1238,2218,194.0,2637.0,6102.0,6581.0,1041.0,PS,0.3288691219829094,43294,7289,28415,7591,0.168360511849217,0.6563265117568254,0.17533607428281056,36130,4111,9935.0,4823.0,7417.0,6515.0,3329.0,0.11378355936894548,0.2749792416274564,0.13349017437032937,0.20528646554110158,0.18032106282867424,0.09213949626349294,853.9,6.7,0.067,"(39.0574004, -9.0063654)",39.0574004,-9.006365400000002
88,Arruda dos Vinhos,5921,314,745,53.0,602.0,2199.0,1719.0,289.0,PPD/PSD,0.37138996791082585,13549,2481,8659,2410,0.18311314488154107,0.6390877555539154,0.17787290574950182,10929,1039,2909.0,1366.0,2003.0,2098.0,1514.0,0.09506816726141458,0.2661725683960106,0.12498856254003111,0.1832738585414951,0.19196632811785158,0.138530515143197,822.8,4.6,0.046,"(38.9835516, -9.0774591)",38.9835516,-9.0774591
89,Bombarral,6573,318,1150,91.0,542.0,2794.0,1500.0,178.0,PPD/PSD,0.42507226532785636,13156,1799,8447,2911,0.13674369109151718,0.6420644572818486,0.2212678625722104,11425,1458,3663.0,1570.0,2115.0,1654.0,965.0,0.1276148796498906,0.3206126914660832,0.137417943107221,0.1851203501094092,0.14477024070021882,0.08446389496717724,702.7,6.8,0.068,"(39.2683079, -9.1581115)",39.268307899999996,-9.1581115
90,Cadaval,7160,259,854,68.0,361.0,3140.0,2210.0,268.0,PPD/PSD,0.43854748603351956,14233,2030,8605,3598,0.14262629101384108,0.6045809035340406,0.2527928054521183,12206,1823,4128.0,1609.0,2072.0,1770.0,804.0,0.14935277732262822,0.3381943306570539,0.13182041618875961,0.16975258069801738,0.14501065049975423,0.06586924463378666,701.6,5.9,0.059000000000000004,"(39.2384934, -9.1068816)",39.2384934,-9.1068816
91,Caldas da Rainha,24689,1539,3670,400.0,1178.0,11803.0,5367.0,732.0,PPD/PSD,0.478067155413342,51795,7605,33773,10417,0.14682884448305822,0.652051356308524,0.2011197992084178,44190,4697,11760.0,4907.0,9132.0,8013.0,5681.0,0.10629101606698348,0.2661235573659199,0.11104322244851776,0.206653088934148,0.1813306177868296,0.12855849739760128,756.2,8.1,0.081,"(39.4048977, -9.135404)",39.4048977,-9.135404
92,Lourinhã,13041,628,1656,150.0,529.0,6910.0,2667.0,501.0,PPD/PSD,0.5298673414615443,25760,4063,16927,4770,0.1577251552795031,0.6571040372670808,0.18517080745341616,21767,2945,6415.0,3060.0,4047.0,3394.0,1906.0,0.13529654982312675,0.29471217898653923,0.14057977672623698,0.18592364588597418,0.15592410529700923,0.08756374328111362,695.8,5.9,0.059000000000000004,"(39.2497523, -9.2896468)",39.2497523,-9.289646800000002
93,Nazaré,6655,539,654,86.0,572.0,2644.0,1967.0,193.0,PPD/PSD,0.3972952667167543,15086,2153,10051,2883,0.14271510009280128,0.6662468513853904,0.1911043351451677,13052,1406,4073.0,1805.0,2427.0,2065.0,1276.0,0.10772295433650016,0.3120594544897334,0.13829298191847994,0.18594851363775666,0.15821330064357952,0.09776279497395035,698.9,8.2,0.08199999999999999,"(39.6012147, -9.0700991)",39.60121470000001,-9.0700991
94,Óbidos,5653,301,708,92.0,314.0,2528.0,1524.0,186.0,PPD/PSD,0.44719617901998937,11778,1738,7424,2616,0.14756325352351843,0.630327729665478,0.22210901681100356,10049,1370,3070.0,1339.0,1800.0,1546.0,924.0,0.13633197333067967,0.3055030351278734,0.1332470892626132,0.17912230072644045,0.15384615384615385,0.09194944770623943,810.2,6.5,0.065,"(39.3604212, -9.1582014)",39.360421200000005,-9.158201400000001
95,Peniche,12655,799,1450,187.0,1397.0,5037.0,3287.0,498.0,PPD/PSD,0.39802449624654285,27696,4212,18065,5420,0.1520797227036395,0.6522602541883304,0.19569612940496822,23634,2850,7204.0,3465.0,4631.0,3390.0,2094.0,0.1205889819751206,0.3048150968943048,0.1466108149276466,0.19594651772869595,0.14343742066514345,0.0886011678090886,732.4,8.1,0.081,"(39.3603291, -9.387622)",39.3603291,-9.387622
96,Sobral de Monte Agraço,4508,248,539,49.0,737.0,1373.0,1313.0,249.0,PPD/PSD,0.3045696539485359,10171,1695,6745,1732,0.16665028020843575,0.6631599646052502,0.17028807393569953,8466,951,2447.0,1212.0,1612.0,1413.0,831.0,0.11233167965981573,0.2890385069690527,0.14316087880935507,0.1904086935979211,0.1669029057406095,0.09815733522324592,694.8,4.9,0.049,"(39.0188114, -9.1505771)",39.0188114,-9.1505771
97,Torres Vedras,38743,2225,4634,491.0,3368.0,16394.0,9882.0,1749.0,PPD/PSD,0.423147407273572,79529,12442,51920,15168,0.15644607627406354,0.6528436167938739,0.1907228809616618,67324,7616,18649.0,9056.0,13580.0,10799.0,7624.0,0.11312459152753847,0.277003743093102,0.13451369496761928,0.20171112827520646,0.1604034222565504,0.11324341987998336,771.2,5.9,0.059000000000000004,"(39.0910112, -9.2597522)",39.091011200000004,-9.2597522
98,Águeda,24219,1085,3289,154.0,909.0,11332.0,6809.0,641.0,PPD/PSD,0.46789710557826497,47680,6506,31950,9225,0.1364513422818792,0.6700922818791947,0.19347734899328858,41087,4116,12548.0,6537.0,7883.0,6007.0,3996.0,0.1001776717696595,0.3054007350256772,0.15910141894029742,0.19186117263367974,0.14620196169104582,0.09725703993964027,800.0,6.4,0.064,"(40.5754246, -8.446436799999999)",40.575424600000005,-8.4464368
99,Albergaria-a-Velha,12531,504,2529,99.0,454.0,5717.0,2897.0,331.0,PPD/PSD,0.4562285531880935,25186,3796,17032,4359,0.15071865322004288,0.6762487096005717,0.17307234177717779,21359,2092,6203.0,3770.0,4253.0,3008.0,2033.0,0.09794466033053982,0.2904162179877335,0.17650639074863056,0.19911980897982115,0.14083056322861556,0.0951823587246594,787.7,6.5,0.065,"(40.6894236, -8.4796655)",40.689423600000005,-8.4796655
100,Anadia,15746,650,2045,110.0,492.0,8795.0,3185.0,469.0,PPD/PSD,0.5585545535374064,29083,3705,18642,6737,0.12739401024653577,0.6409930199773063,0.23164735412440257,25411,3342,8197.0,3272.0,4226.0,3553.0,2821.0,0.13151784660186533,0.32257683680295934,0.12876313407579396,0.16630593050253828,0.1398213372161662,0.11101491480067688,773.0,5.5,0.055,"(40.440347, -8.4352505)",40.440346999999996,-8.4352505
101,Aveiro,39307,2511,7027,509.0,1802.0,17884.0,8440.0,1134.0,PPD/PSD,0.4549825730785865,78278,11513,53653,13113,0.14707836173637548,0.6854160811466823,0.16751833209841846,67019,4769,15037.0,8228.0,13423.0,11161.0,14401.0,0.07115892508094719,0.22436920873185215,0.12277115444873841,0.20028648592190273,0.16653486324773573,0.21487936256882376,916.8,7.1,0.071,"(40.6405055, -8.6537539)",40.640505499999996,-8.6537539
102,Estarreja,13089,698,1845,83.0,717.0,6327.0,3003.0,416.0,PPD/PSD,0.48338299335319734,26944,3908,17830,5207,0.145041567695962,0.6617428741092637,0.19325267220902612,23054,2402,7246.0,3594.0,4637.0,3029.0,2146.0,0.10419016222781297,0.3143055435065498,0.15589485555651947,0.20113646221913767,0.1313871779300772,0.09308579855990284,854.9,6.8,0.068,"(40.7528385, -8.5709856)",40.7528385,-8.5709856
103,Ílhavo,17364,1022,2807,217.0,774.0,8383.0,3660.0,501.0,PPD/PSD,0.482780465330569,38590,5958,26303,6330,0.1543923296190723,0.6816014511531485,0.1640321326768593,32643,2602,9022.0,4449.0,6551.0,5071.0,4948.0,0.0797108108936066,0.27638391079251295,0.1362926201635879,0.20068621143889961,0.15534724136874675,0.1515792053426462,849.0,7.5,0.075,"(40.602309, -8.672371)",40.602309000000005,-8.672371
104,Murtosa,4623,148,563,28.0,151.0,2910.0,672.0,151.0,PPD/PSD,0.6294613887086308,10567,1740,6707,2121,0.16466357528153686,0.6347118387432573,0.20071922021387337,8946,1199,3198.0,1487.0,1411.0,931.0,720.0,0.13402638050525376,0.35747820254862506,0.16621953945897608,0.15772412251285492,0.10406885758998435,0.08048289738430583,673.3,6,0.06,"(40.7372064, -8.6380517)",40.7372064,-8.6380517
105,Oliveira do Bairro,11491,344,2320,60.0,218.0,6925.0,1384.0,240.0,PPD/PSD,0.6026455486902793,23115,3590,14894,4631,0.1553104044992429,0.6443434998918451,0.20034609560891195,19401,2341,5575.0,2970.0,3501.0,2817.0,2197.0,0.12066388330498427,0.28735632183908044,0.15308489253131283,0.18045461574145663,0.14519870109788155,0.11324158548528426,808.8,6,0.06,"(40.5170209, -8.498208)",40.5170209,-8.498208
106,Ovar,27524,1964,2640,269.0,1980.0,10873.0,8976.0,822.0,PPD/PSD,0.3950370585670687,55340,8431,38322,8587,0.1523491145645103,0.6924828333935671,0.15516805204192266,46815,3949,13114.0,7139.0,9496.0,7410.0,5707.0,0.08435330556445583,0.2801238919149845,0.15249385880593827,0.20284096977464489,0.15828260173021466,0.12190537220976183,764.7,9.2,0.092,"(40.8596399, -8.6253313)",40.8596399,-8.625331300000001
107,Sever do Vouga,7281,216,1240,38.0,150.0,4198.0,1245.0,194.0,PPD/PSD,0.57656915258893,12322,1595,7897,2831,0.12944327219607207,0.640886219769518,0.22975166369095926,10716,1212,3377.0,1728.0,1996.0,1476.0,927.0,0.11310190369540873,0.31513624486748787,0.1612541993281075,0.1862635311683464,0.13773796192609183,0.08650615901455767,758.7,6.1,0.061,"(40.7334189, -8.371767199999999)",40.733418900000004,-8.3717672
108,Vagos,11786,292,2027,77.0,160.0,7890.0,1136.0,204.0,PPD/PSD,0.6694383166468691,22891,3391,15164,4337,0.14813682233192085,0.6624437551876283,0.1894631077716133,19446,2666,5850.0,2936.0,3561.0,2648.0,1785.0,0.1370976036202818,0.300833076211046,0.1509822071377147,0.18312249305769823,0.13617196338578627,0.091792656587473,733.2,5.4,0.054000000000000006,"(40.5552666, -8.681525299999999)",40.5552666,-8.6815253
109,Arganil,6549,190,471,54.0,220.0,3293.0,2087.0,234.0,PPD/PSD,0.5028248587570622,12105,1356,7286,3464,0.11201982651796778,0.6019000413052458,0.28616274266831887,10795,1952,3811.0,1193.0,1967.0,1303.0,569.0,0.1808244557665586,0.35303381194997685,0.11051412691060676,0.1822139879573877,0.1207040296433534,0.05270958777211672,669.5,6.2,0.062,"(40.218549, -8.053887)",40.218548999999996,-8.053887
110,Cantanhede,18528,786,1970,171.0,601.0,10212.0,4300.0,488.0,PPD/PSD,0.5511658031088082,36614,4657,23076,8881,0.1271917845632818,0.6302507237668651,0.24255749166985305,31872,4846,10106.0,3782.0,5284.0,4383.0,3471.0,0.1520456827309237,0.31708082329317266,0.11866214859437751,0.16578815261044177,0.13751882530120482,0.10890436746987951,793.2,5.4,0.054000000000000006,"(40.3470015, -8.5933462)",40.347001500000005,-8.5933462
111,Coimbra,75131,6016,8680,912.0,6641.0,28351.0,22538.0,1993.0,PPD/PSD,0.37735422129347407,142475,17908,95532,29035,0.12569222670643973,0.6705176346727496,0.20379013862081066,125559,9331,26950.0,11196.0,21811.0,22465.0,33806.0,0.0743156603668395,0.21464012934158444,0.08916923518027381,0.17371116367604075,0.17891987033984025,0.26924394109542127,877.7,6.5,0.065,"(40.2033145, -8.4102573)",40.203314500000005,-8.4102573
112,Condeixa-a-Nova,7322,587,679,91.0,594.0,2671.0,2472.0,228.0,PPD/PSD,0.3647910406992625,17172,2740,11266,3166,0.1595620778010715,0.6560680177032379,0.18436990449569066,14340,1705,3676.0,1307.0,2580.0,2598.0,2474.0,0.1188981868898187,0.25634588563458854,0.09114365411436541,0.1799163179916318,0.1811715481171548,0.17252440725244073,742.3,5.2,0.052000000000000005,"(40.1128075, -8.498688999999999)",40.1128075,-8.498689
113,Figueira da Foz,30412,1989,3565,564.0,2326.0,12031.0,8905.0,1032.0,PPD/PSD,0.39560042088649217,62091,8229,40108,13754,0.13253128472725514,0.645955130373162,0.22151358489958287,54060,6642,14323.0,6071.0,10593.0,9080.0,7351.0,0.12286348501664816,0.2649463559008509,0.11230114687384388,0.19594894561598225,0.16796152423233443,0.13597854236034035,891.1,8.2,0.08199999999999999,"(40.1521398, -8.857583)",40.1521398,-8.857583
114,Góis,2263,73,145,18.0,57.0,1034.0,872.0,64.0,PPD/PSD,0.4569155987627044,4230,487,2387,1357,0.11513002364066194,0.5643026004728132,0.3208037825059102,3793,830,1335.0,368.0,660.0,418.0,182.0,0.21882414974953862,0.3519641444766676,0.0970208278407593,0.17400474558397047,0.11020300553651463,0.04798312681254943,608.0,5.2,0.052000000000000005,"(40.155204, -8.1106319)",40.155204,-8.1106319
115,Lousã,8252,513,801,122.0,384.0,3228.0,2982.0,222.0,PPD/PSD,0.3911778962675715,17584,2945,11673,2966,0.1674818016378526,0.6638421292083713,0.16867606915377617,14824,1314,4161.0,1839.0,3179.0,2611.0,1720.0,0.0886400431732326,0.28069347004856987,0.12405558553696708,0.21444954128440366,0.1761332973556395,0.11602806260118727,731.4,7.1,0.071,"(40.1147188, -8.2440038)",40.1147188,-8.2440038
116,Mealhada,9810,576,824,75.0,647.0,3803.0,3593.0,292.0,PPD/PSD,0.3876656472986748,20425,2840,13339,4247,0.1390452876376989,0.6530722154222767,0.2079314565483476,17597,1807,5251.0,2175.0,3301.0,2877.0,2186.0,0.10268795817468887,0.2984031368983349,0.12360061374097858,0.18758879354435415,0.16349377734841167,0.1242257202932318,744.1,5.2,0.052000000000000005,"(40.378484, -8.453571799999999)",40.378484,-8.4535718
117,Mira,6508,253,622,58.0,160.0,3423.0,1847.0,145.0,PPD/PSD,0.5259680393362016,12454,1615,7853,2986,0.1296772121406777,0.6305604625020074,0.23976232535731493,10905,1664,3489.0,1348.0,1683.0,1460.0,1261.0,0.1525905547913801,0.31994497936726274,0.12361302154974782,0.15433287482806052,0.1338835396607061,0.11563502980284274,699.2,6.4,0.064,"(40.4287977, -8.738126099999999)",40.428797700000004,-8.7381261
118,Miranda do Corvo,5958,352,454,65.0,336.0,2443.0,2159.0,149.0,PPD/PSD,0.4100369251426653,13113,1801,8652,2660,0.137344619842904,0.6598032486845116,0.20285213147258446,11269,1366,3524.0,1494.0,2175.0,1727.0,983.0,0.12121749933445736,0.312716301357707,0.1325760937084036,0.19300736533853935,0.15325228502972757,0.08723045523116514,655.3,5.6,0.055999999999999994,"(40.09019809999999, -8.329640099999999)",40.0901981,-8.3296401
119,Montemor-o-Velho,11721,674,1374,128.0,798.0,4235.0,4120.0,392.0,PPD/PSD,0.36131729374626737,26173,3321,16983,5869,0.12688648607343445,0.6488747946356933,0.22423871929087227,22789,3265,6505.0,2776.0,4256.0,3573.0,2414.0,0.1432708762999693,0.28544473210759574,0.12181315546974418,0.18675676861643775,0.15678616876563253,0.10592829874062047,667.0,6.4,0.064,"(40.1748245, -8.6826636)",40.1748245,-8.6826636
120,Mortágua,4675,149,497,45.0,128.0,2387.0,1376.0,93.0,PPD/PSD,0.5105882352941177,9583,1065,5935,2583,0.11113430032348952,0.6193258895961599,0.2695398100803506,8595,1437,3154.0,1062.0,1271.0,988.0,683.0,0.16719022687609075,0.3669575334496801,0.12356020942408377,0.14787667248400233,0.11495055264688772,0.07946480511925538,730.5,3.6,0.036000000000000004,"(40.3968539, -8.2325058)",40.396853899999996,-8.2325058
121,Oliveira do Hospital,10848,306,972,64.0,333.0,5424.0,3492.0,257.0,PPD/PSD,0.5,20811,2776,13154,4882,0.13339099514679736,0.6320695785882466,0.23458747777617606,18068,2695,6335.0,2341.0,3124.0,2250.0,1323.0,0.14915873367279167,0.3506198804516272,0.12956608368386097,0.17290236882886872,0.12452955501439009,0.07322337834846136,655.2,6.4,0.064,"(40.3608614, -7.862203200000001)",40.3608614,-7.862203200000001
122,Pampilhosa da Serra,2389,46,113,8.0,48.0,1328.0,781.0,65.0,PPD/PSD,0.555881121808288,4469,339,2317,1814,0.07585589617364064,0.5184605057059745,0.40590736182591186,4160,1213,1617.0,385.0,470.0,360.0,115.0,0.2915865384615385,0.3887019230769231,0.09254807692307693,0.11298076923076923,0.08653846153846154,0.027644230769230768,634.2,5.2,0.052000000000000005,"(40.0463704, -7.949715499999999)",40.046370399999994,-7.9497155
123,Penacova,7808,228,564,55.0,407.0,3756.0,2592.0,206.0,PPD/PSD,0.48104508196721313,15189,1859,9684,3646,0.12239120416090592,0.6375666600829548,0.2400421357561393,13377,2163,4791.0,1698.0,2342.0,1522.0,861.0,0.16169544740973313,0.35815205202960304,0.12693429019959632,0.17507662405621588,0.11377737908350154,0.06436420722135008,685.7,5.1,0.051,"(40.2704883, -8.28054)",40.2704883,-8.28054
124,Penela,3008,103,237,32.0,93.0,1697.0,761.0,85.0,PPD/PSD,0.5641622340425532,5953,756,3485,1712,0.12699479254157567,0.5854191164118931,0.28758609104653116,5252,916,1856.0,523.0,857.0,685.0,415.0,0.1744097486671744,0.3533891850723534,0.09958111195734957,0.16317593297791316,0.13042650418888044,0.07901751713632901,687.5,5,0.05,"(40.0292279, -8.3908296)",40.029227899999995,-8.3908296
