,Municipality,Total,BE,NC,PAN,PCP-PEV,PPD/PSD.CDS-PP,PS,Others,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People_x,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Total_Number_People_y,Without_Education,Basic_First_Cycle,Basic_Second_Cycle,Basic_Third_Cycle,Secondary,Superior,Fraction_Without_Education,Fraction_Basic_First_Cycle,Fraction_Basic_Second_Cycle,Fraction_Basic_Third_Cycle,Fraction_Secondary,Fraction_Superior,Total_Average_income,Unemployment_%Rate,Unemployment_Rate,Coordinates,x,y
72,Tabuaço,2855,136,4,23,85,1568,922,117,PPD/PSD.CDS-PP,0.5492119089316988,6162,618,4048,1496,0.1002921129503408,0.6569295683219734,0.24277831872768582,5560,964,1973.0,775.0,923.0,634.0,291.0,0.17338129496402876,0.35485611510791365,0.1393884892086331,0.1660071942446043,0.11402877697841726,0.052338129496402874,727.9,12,0.12,"(41.1162713, -7.5674579)",41.1162713,-7.5674579
73,Tarouca,3522,300,8,33,167,1955,903,156,PPD/PSD.CDS-PP,0.5550823395797843,7809,1024,5205,1580,0.13113074657446536,0.6665386092969651,0.2023306441285696,6770,990,2374.0,1014.0,1139.0,819.0,434.0,0.14623338257016247,0.35066469719350074,0.14977843426883308,0.16824224519940917,0.12097488921713441,0.06410635155096012,660.6,11.6,0.11599999999999999,"(41.0174461, -7.775003600000001)",41.0174461,-7.775003599999999
74,Torre de Moncorvo,4167,244,10,19,163,1892,1672,167,PPD/PSD.CDS-PP,0.4540436765058795,8037,660,4552,2826,0.08212019410227697,0.5663804902326739,0.3516237402015677,7826,1641,2876.0,790.0,1003.0,944.0,572.0,0.20968566317403528,0.36749297214413496,0.10094556606184513,0.12816253513927933,0.1206235624840276,0.07308970099667775,725.7,10.5,0.105,"(41.1856059, -7.0498442)",41.1856059,-7.0498442
75,Vila Nova de Foz Côa,3599,212,9,29,142,1707,1375,125,PPD/PSD.CDS-PP,0.47429841622672964,6848,664,4022,2162,0.0969626168224299,0.5873247663551402,0.3157126168224299,6520,1204,2498.0,678.0,844.0,792.0,504.0,0.18466257668711655,0.38312883435582823,0.10398773006134969,0.1294478527607362,0.12147239263803682,0.07730061349693251,728.8,7.7,0.077,"(41.0822466, -7.1403598)",41.082246600000005,-7.1403598
76,Vila Real,27558,1893,79,265,1006,13708,9609,998,PPD/PSD.CDS-PP,0.49742361564699905,50501,6891,33905,9706,0.1364527435100295,0.671372844102097,0.19219421397596087,44136,4468,11129.0,4584.0,7823.0,7738.0,8394.0,0.10123255392423419,0.252152437919159,0.10386079390973355,0.17724759833242704,0.17532173282581112,0.19018488308863513,803.2,9.5,0.095,"(41.3010351, -7.7422354)",41.3010351,-7.742235400000001
77,Alfândega da Fé,2968,146,7,12,72,1384,1258,89,PPD/PSD.CDS-PP,0.46630727762803237,4728,429,2814,1485,0.09073604060913705,0.5951776649746193,0.31408629441624364,4608,930,1624.0,487.0,729.0,519.0,319.0,0.20182291666666666,0.3524305555555556,0.1056857638888889,0.158203125,0.11263020833333333,0.06922743055555555,640.7,14.7,0.147,"(41.344363, -6.9601807)",41.344363,-6.9601807
78,Bragança,16008,1107,34,119,553,7751,5882,562,PPD/PSD.CDS-PP,0.48419540229885055,34187,3998,22192,7998,0.11694503758738702,0.6491356363529996,0.23394857694445256,30964,4022,7999.0,3157.0,5137.0,5087.0,5562.0,0.12989277871076088,0.25833225681436506,0.10195711148430435,0.16590233819919906,0.16428755974680273,0.17962795504456788,754.9,7.2,0.07200000000000001,"(41.8061131, -6.756737999999999)",41.8061131,-6.756738
79,Macedo de Cavaleiros,8215,446,16,38,221,4490,2680,324,PPD/PSD.CDS-PP,0.5465611685940353,14979,1522,8984,4473,0.10160891915348154,0.5997730155551105,0.298618065291408,13928,2323,4808.0,1473.0,2163.0,1707.0,1454.0,0.16678632969557725,0.34520390580126364,0.10575818495117749,0.15529867892016083,0.122558874210224,0.10439402642159679,676.6,9.6,0.096,"(41.5153524, -6.877992600000001)",41.5153524,-6.877992599999999
80,Miranda do Douro,3738,158,12,10,56,1928,1458,116,PPD/PSD.CDS-PP,0.5157838416265382,7176,653,4207,2316,0.09099777034559643,0.5862597547380156,0.32274247491638797,6752,1322,2167.0,676.0,1090.0,886.0,611.0,0.19579383886255924,0.3209419431279621,0.10011848341232228,0.16143364928909953,0.13122037914691942,0.09049170616113744,685.2,5.8,0.057999999999999996,"(41.4995412, -6.2712311)",41.4995412,-6.2712311
81,Mirandela,11397,726,31,67,521,6305,3346,401,PPD/PSD.CDS-PP,0.5532157585329472,22561,2522,14104,5936,0.1117858250964053,0.6251495944328709,0.26310890474713,20954,3292,6334.0,2592.0,3273.0,3000.0,2463.0,0.15710604180586046,0.3022811873627947,0.12369953230886704,0.15619929369094207,0.14317075498711462,0.11754318984442111,721.7,11.6,0.11599999999999999,"(41.4853545, -7.180871100000001)",41.4853545,-7.180871099999999
82,Mogadouro,5265,226,12,30,87,2893,1840,177,PPD/PSD.CDS-PP,0.5494776828110162,8884,825,5070,2989,0.09286357496623143,0.5706888788833858,0.3364475461503827,8655,1830,2916.0,913.0,1267.0,985.0,744.0,0.21143847487001732,0.3369150779896014,0.10548815713460427,0.1463893703061814,0.11380704794916234,0.08596187175043328,662.2,9.2,0.092,"(41.3419345, -6.7094364)",41.3419345,-6.7094364
83,Vila Flor,3461,195,9,20,145,1623,1344,125,PPD/PSD.CDS-PP,0.46893961282866226,6292,625,3825,1842,0.09933248569612206,0.607914812460267,0.2927527018436109,5976,1068,2188.0,725.0,887.0,679.0,429.0,0.178714859437751,0.36613119143239625,0.12131860776439089,0.14842704149933067,0.11362115127175368,0.07178714859437751,641.9,10.9,0.109,"(41.30833690000001, -7.1536516)",41.3083369,-7.1536516
84,Vimioso,2457,132,5,9,52,1419,763,77,PPD/PSD.CDS-PP,0.5775335775335775,4308,421,2325,1563,0.09772516248839369,0.5396935933147632,0.3628133704735376,4264,991,1628.0,475.0,546.0,381.0,243.0,0.2324108818011257,0.3818011257035647,0.11139774859287055,0.12804878048780488,0.08935272045028142,0.05698874296435272,657.6,8.3,0.083,"(41.5844451, -6.529121099999999)",41.5844451,-6.529121099999999
85,Vinhais,4531,170,9,30,106,2312,1743,161,PPD/PSD.CDS-PP,0.510262635179872,8357,634,4362,3362,0.07586454469307168,0.5219576403015436,0.40229747517051573,8372,1779,3338.0,1189.0,876.0,775.0,415.0,0.212494027711419,0.3987099856665074,0.14202102245580506,0.10463449593884376,0.09257047300525562,0.049569995222169136,650.8,10.4,0.10400000000000001,"(41.8224297, -7.0498442)",41.8224297,-7.0498442
86,Alcobaça,27716,2505,115,330,1323,14456,7420,1567,PPD/PSD.CDS-PP,0.5215759849906192,55150,7052,36220,11879,0.12786944696282865,0.6567543064369901,0.21539437896645514,48411,5701,14968.0,6075.0,9487.0,7621.0,4559.0,0.11776249199562083,0.30918592881783064,0.12548800892359174,0.19596785854454565,0.1574228997541881,0.094172811964223,746.5,5.2,0.052000000000000005,"(39.54866699999999, -8.979649199999999)",39.548667,-8.979649199999999
87,Alenquer,19911,2303,64,266,2947,6030,7215,1086,PS,0.3623625131836673,43070,6890,28239,7942,0.1599721383793824,0.6556535871836545,0.1843974924541444,36130,4111,9935.0,4823.0,7417.0,6515.0,3329.0,0.11378355936894548,0.2749792416274564,0.13349017437032937,0.20528646554110158,0.18032106282867424,0.09213949626349294,867.6,5.3,0.053,"(39.0574004, -9.0063654)",39.0574004,-9.006365400000002
88,Arruda dos Vinhos,6384,772,16,98,652,2305,2198,343,PPD/PSD.CDS-PP,0.36105889724310775,14367,2460,9221,2686,0.1712257256212153,0.641818055265539,0.18695621911324564,10929,1039,2909.0,1366.0,2003.0,2098.0,1514.0,0.09506816726141458,0.2661725683960106,0.12498856254003111,0.1832738585414951,0.19196632811785158,0.138530515143197,780.8,4.5,0.045,"(38.9835516, -9.0774591)",38.9835516,-9.0774591
89,Bombarral,6246,580,24,92,552,2797,1849,352,PPD/PSD.CDS-PP,0.4478065962215818,12703,1646,8135,2922,0.1295756907817051,0.6403999055341258,0.2300244036841691,11425,1458,3663.0,1570.0,2115.0,1654.0,965.0,0.1276148796498906,0.3206126914660832,0.137417943107221,0.1851203501094092,0.14477024070021882,0.08446389496717724,709.4,5.8,0.057999999999999996,"(39.2683079, -9.1581115)",39.268307899999996,-9.1581115
90,Cadaval,6804,604,22,87,405,2887,2472,327,PPD/PSD.CDS-PP,0.4243092298647854,13855,1830,8367,3659,0.13208228076506676,0.6038975099242151,0.26409238542042585,12206,1823,4128.0,1609.0,2072.0,1770.0,804.0,0.14935277732262822,0.3381943306570539,0.13182041618875961,0.16975258069801738,0.14501065049975423,0.06586924463378666,710.8,6,0.06,"(39.2384934, -9.1068816)",39.2384934,-9.1068816
91,Caldas da Rainha,23867,2892,88,404,1229,11241,6579,1434,PPD/PSD.CDS-PP,0.47098504210835046,51525,7029,33585,10912,0.13641921397379914,0.6518195050946143,0.21178068898592917,44190,4697,11760.0,4907.0,9132.0,8013.0,5681.0,0.10629101606698348,0.2661235573659199,0.11104322244851776,0.206653088934148,0.1813306177868296,0.12855849739760128,754.6,6.4,0.064,"(39.4048977, -9.135404)",39.4048977,-9.135404
92,Lourinhã,12393,1206,47,170,605,6705,3067,593,PPD/PSD.CDS-PP,0.5410312273057372,25600,3789,16835,4977,0.1480078125,0.6576171875,0.1944140625,21767,2945,6415.0,3060.0,4047.0,3394.0,1906.0,0.13529654982312675,0.29471217898653923,0.14057977672623698,0.18592364588597418,0.15592410529700923,0.08756374328111362,718.6,5.8,0.057999999999999996,"(39.2497523, -9.2896468)",39.2497523,-9.289646800000002
93,Nazaré,6700,868,31,65,545,2147,2664,380,PS,0.39761194029850744,14455,2026,9302,3127,0.14015911449325494,0.6435143548945002,0.2163265306122449,13052,1406,4073.0,1805.0,2427.0,2065.0,1276.0,0.10772295433650016,0.3120594544897334,0.13829298191847994,0.18594851363775666,0.15821330064357952,0.09776279497395035,694.8,6.2,0.062,"(39.6012147, -9.0700991)",39.60121470000001,-9.0700991
94,Óbidos,5581,671,25,83,352,2366,1780,304,PPD/PSD.CDS-PP,0.42393836230066295,11617,1585,7298,2735,0.13643797882413705,0.6282172677971938,0.2354308341224068,10049,1370,3070.0,1339.0,1800.0,1546.0,924.0,0.13633197333067967,0.3055030351278734,0.1332470892626132,0.17912230072644045,0.15384615384615385,0.09194944770623943,778.5,6.1,0.061,"(39.3604212, -9.1582014)",39.360421200000005,-9.158201400000001
95,Peniche,11905,1297,44,195,1388,4219,3957,805,PPD/PSD.CDS-PP,0.35438891222175556,27011,3957,17358,5697,0.1464958720521269,0.6426270778571693,0.2109140720447225,23634,2850,7204.0,3465.0,4631.0,3390.0,2094.0,0.1205889819751206,0.3048150968943048,0.1466108149276466,0.19594651772869595,0.14343742066514345,0.0886011678090886,731.3,7.1,0.071,"(39.3603291, -9.387622)",39.3603291,-9.387622
96,Sobral de Monte Agraço,4711,495,14,68,909,1430,1511,284,PS,0.32073869666737426,10207,1592,6822,1794,0.155971392181836,0.6683648476535711,0.17576173214460664,8466,951,2447.0,1212.0,1612.0,1413.0,831.0,0.11233167965981573,0.2890385069690527,0.14316087880935507,0.1904086935979211,0.1669029057406095,0.09815733522324592,717.7,5,0.05,"(39.0188114, -9.1505771)",39.0188114,-9.1505771
97,Torres Vedras,38188,4115,138,568,3449,15936,11937,2045,PPD/PSD.CDS-PP,0.4173038650885095,78961,11575,51404,15982,0.14659135522599764,0.651004926482694,0.20240371829130838,67324,7616,18649.0,9056.0,13580.0,10799.0,7624.0,0.11312459152753847,0.277003743093102,0.13451369496761928,0.20171112827520646,0.1604034222565504,0.11324341987998336,786.6,6.4,0.064,"(39.0910112, -9.2597522)",39.091011200000004,-9.2597522
98,Águeda,23069,2001,49,189,970,12192,6727,941,PPD/PSD.CDS-PP,0.5285014521652434,46855,6034,30776,10045,0.12878027958595667,0.6568349162309252,0.21438480418311814,41087,4116,12548.0,6537.0,7883.0,6007.0,3996.0,0.1001776717696595,0.3054007350256772,0.15910141894029742,0.19186117263367974,0.14620196169104582,0.09725703993964027,811,6.4,0.064,"(40.5754246, -8.446436799999999)",40.575424600000005,-8.4464368
99,Albergaria-a-Velha,11969,1045,19,97,490,6795,3029,494,PPD/PSD.CDS-PP,0.5677166012198178,24528,3358,16429,4742,0.13690476190476192,0.6698059360730594,0.1933300717547293,21359,2092,6203.0,3770.0,4253.0,3008.0,2033.0,0.09794466033053982,0.2904162179877335,0.17650639074863056,0.19911980897982115,0.14083056322861556,0.0951823587246594,838.1,6.3,0.063,"(40.6894236, -8.4796655)",40.689423600000005,-8.4796655
100,Anadia,14404,1049,35,106,488,8769,3379,578,PPD/PSD.CDS-PP,0.6087892252152179,28064,3248,17718,7099,0.11573546180159636,0.631342645381984,0.2529575256556442,25411,3342,8197.0,3272.0,4226.0,3553.0,2821.0,0.13151784660186533,0.32257683680295934,0.12876313407579396,0.16630593050253828,0.1398213372161662,0.11101491480067688,794.6,6,0.06,"(40.440347, -8.4352505)",40.440346999999996,-8.4352505
101,Aveiro,38011,4639,157,542,1902,18096,10713,1962,PPD/PSD.CDS-PP,0.4760727157927968,76909,10941,51643,14325,0.14225903340311277,0.6714818811842567,0.1862590854126305,67019,4769,15037.0,8228.0,13423.0,11161.0,14401.0,0.07115892508094719,0.22436920873185215,0.12277115444873841,0.20028648592190273,0.16653486324773573,0.21487936256882376,940.3,7.3,0.073,"(40.6405055, -8.6537539)",40.640505499999996,-8.6537539
102,Estarreja,12214,1172,24,116,787,6124,3343,648,PPD/PSD.CDS-PP,0.5013918454232847,26364,3552,17379,5433,0.1347291761492945,0.659194355939918,0.20607646791078743,23054,2402,7246.0,3594.0,4637.0,3029.0,2146.0,0.10419016222781297,0.3143055435065498,0.15589485555651947,0.20113646221913767,0.1313871779300772,0.09308579855990284,880.3,6.8,0.068,"(40.7528385, -8.5709856)",40.7528385,-8.5709856
103,Ílhavo,16533,1932,57,249,801,8242,4303,949,PPD/PSD.CDS-PP,0.49851811528458234,38320,5499,25912,6910,0.14350208768267222,0.6762004175365345,0.18032359081419624,32643,2602,9022.0,4449.0,6551.0,5071.0,4948.0,0.0797108108936066,0.27638391079251295,0.1362926201635879,0.20068621143889961,0.15534724136874675,0.1515792053426462,839.1,7,0.07,"(40.602309, -8.672371)",40.602309000000005,-8.672371
104,Murtosa,4174,269,8,30,139,2742,811,175,PPD/PSD.CDS-PP,0.6569238140872066,10395,1586,6646,2164,0.15257335257335258,0.6393458393458393,0.20817700817700818,8946,1199,3198.0,1487.0,1411.0,931.0,720.0,0.13402638050525376,0.35747820254862506,0.16621953945897608,0.15772412251285492,0.10406885758998435,0.08048289738430583,688.5,5.8,0.057999999999999996,"(40.7372064, -8.6380517)",40.7372064,-8.6380517
105,Oliveira do Bairro,10909,711,29,88,237,7811,1596,437,PPD/PSD.CDS-PP,0.7160143001191677,23564,3444,15289,4832,0.1461551519266678,0.6488287217789849,0.20505856391105076,19401,2341,5575.0,2970.0,3501.0,2817.0,2197.0,0.12066388330498427,0.28735632183908044,0.15308489253131283,0.18045461574145663,0.14519870109788155,0.11324158548528426,802.8,5.4,0.054000000000000006,"(40.5170209, -8.498208)",40.5170209,-8.498208
106,Ovar,27432,3546,79,277,2040,10962,9075,1453,PPD/PSD.CDS-PP,0.39960629921259844,54643,7411,37670,9562,0.13562578921362298,0.6893838186043958,0.17499039218198123,46815,3949,13114.0,7139.0,9496.0,7410.0,5707.0,0.08435330556445583,0.2801238919149845,0.15249385880593827,0.20284096977464489,0.15828260173021466,0.12190537220976183,814,8.9,0.08900000000000001,"(40.8596399, -8.6253313)",40.8596399,-8.625331300000001
107,Sever do Vouga,6546,441,17,42,167,4351,1254,274,PPD/PSD.CDS-PP,0.6646807210510235,11880,1368,7601,2911,0.11515151515151516,0.6398148148148148,0.24503367003367002,10716,1212,3377.0,1728.0,1996.0,1476.0,927.0,0.11310190369540873,0.31513624486748787,0.1612541993281075,0.1862635311683464,0.13773796192609183,0.08650615901455767,771.9,6.5,0.065,"(40.7334189, -8.371767199999999)",40.733418900000004,-8.3717672
108,Vagos,10820,662,29,106,211,7947,1431,434,PPD/PSD.CDS-PP,0.7344731977818854,22864,3174,14975,4716,0.13882085374387684,0.6549597620713786,0.2062631210636809,19446,2666,5850.0,2936.0,3561.0,2648.0,1785.0,0.1370976036202818,0.300833076211046,0.1509822071377147,0.18312249305769823,0.13617196338578627,0.091792656587473,774.3,4.7,0.047,"(40.5552666, -8.681525299999999)",40.5552666,-8.6815253
109,Arganil,6086,419,21,34,210,2987,2162,253,PPD/PSD.CDS-PP,0.49079855405849493,11477,1182,7071,3225,0.10298858586738695,0.6161017687549011,0.2809967761610177,10795,1952,3811.0,1193.0,1967.0,1303.0,569.0,0.1808244557665586,0.35303381194997685,0.11051412691060676,0.1822139879573877,0.1207040296433534,0.05270958777211672,645.7,7,0.07,"(40.218549, -8.053887)",40.218548999999996,-8.053887
110,Cantanhede,17702,1441,68,177,761,9345,5038,872,PPD/PSD.CDS-PP,0.5279064512484465,35923,4245,22502,9176,0.11816941792166578,0.6263953456003117,0.2554352364780224,31872,4846,10106.0,3782.0,5284.0,4383.0,3471.0,0.1520456827309237,0.31708082329317266,0.11866214859437751,0.16578815261044177,0.13751882530120482,0.10890436746987951,794.1,5.9,0.059000000000000004,"(40.3470015, -8.5933462)",40.347001500000005,-8.5933462
111,Coimbra,74329,8526,217,858,7173,25222,28196,4137,PS,0.37934049967038436,135085,16938,86422,31726,0.12538771884369102,0.6397601510160269,0.23485953288670097,125559,9331,26950.0,11196.0,21811.0,22465.0,33806.0,0.0743156603668395,0.21464012934158444,0.08916923518027381,0.17371116367604075,0.17891987033984025,0.26924394109542127,870.7,7.9,0.079,"(40.2033145, -8.4102573)",40.203314500000005,-8.4102573
112,Condeixa-a-Nova,8042,1081,24,87,649,2601,3178,422,PS,0.3951753295200199,17376,2614,11425,3337,0.15043738489871086,0.6575161141804788,0.19204650092081033,14340,1705,3676.0,1307.0,2580.0,2598.0,2474.0,0.1188981868898187,0.25634588563458854,0.09114365411436541,0.1799163179916318,0.1811715481171548,0.17252440725244073,745,5.4,0.054000000000000006,"(40.1128075, -8.498688999999999)",40.1128075,-8.498689
113,Figueira da Foz,28800,3603,118,408,2436,10058,10289,1888,PS,0.35725694444444445,60518,7496,38576,14447,0.12386397435473744,0.6374301860603456,0.23872236359430252,54060,6642,14323.0,6071.0,10593.0,9080.0,7351.0,0.12286348501664816,0.2649463559008509,0.11230114687384388,0.19594894561598225,0.16796152423233443,0.13597854236034035,869.9,8.6,0.086,"(40.1521398, -8.857583)",40.1521398,-8.857583
114,Góis,2087,138,11,12,65,908,879,74,PPD/PSD.CDS-PP,0.4350742692860565,4001,413,2338,1250,0.10322419395151212,0.5843539115221195,0.3124218945263684,3793,830,1335.0,368.0,660.0,418.0,182.0,0.21882414974953862,0.3519641444766676,0.0970208278407593,0.17400474558397047,0.11020300553651463,0.04798312681254943,624.5,7.5,0.075,"(40.155204, -8.1106319)",40.155204,-8.1106319
115,Lousã,8205,976,32,99,424,2916,3375,383,PS,0.4113345521023766,17234,2678,11405,3151,0.15539050713705466,0.661773238946269,0.18283625391667635,14824,1314,4161.0,1839.0,3179.0,2611.0,1720.0,0.0886400431732326,0.28069347004856987,0.12405558553696708,0.21444954128440366,0.1761332973556395,0.11602806260118727,746,7.1,0.071,"(40.1147188, -8.2440038)",40.1147188,-8.2440038
116,Mealhada,9497,1033,25,96,688,3413,3754,488,PS,0.39528272085921873,20156,2589,13062,4506,0.12844810478269497,0.648045247072832,0.22355626116292915,17597,1807,5251.0,2175.0,3301.0,2877.0,2186.0,0.10268795817468887,0.2984031368983349,0.12360061374097858,0.18758879354435415,0.16349377734841167,0.1242257202932318,746.8,5.4,0.054000000000000006,"(40.378484, -8.453571799999999)",40.378484,-8.4535718
117,Mira,6287,490,23,46,165,3321,1963,279,PPD/PSD.CDS-PP,0.5282328614601559,12136,1460,7603,3073,0.12030323005932762,0.6264831905075807,0.25321357943309164,10905,1664,3489.0,1348.0,1683.0,1460.0,1261.0,0.1525905547913801,0.31994497936726274,0.12361302154974782,0.15433287482806052,0.1338835396607061,0.11563502980284274,722.1,7.7,0.077,"(40.4287977, -8.738126099999999)",40.428797700000004,-8.7381261
118,Miranda do Corvo,6217,742,22,45,402,2228,2499,279,PS,0.40196236126749235,12883,1507,8573,2804,0.11697585966001707,0.6654505938057905,0.21765116820616315,11269,1366,3524.0,1494.0,2175.0,1727.0,983.0,0.12121749933445736,0.312716301357707,0.1325760937084036,0.19300736533853935,0.15325228502972757,0.08723045523116514,672.6,5.9,0.059000000000000004,"(40.09019809999999, -8.329640099999999)",40.0901981,-8.3296401
119,Montemor-o-Velho,12064,1353,28,112,1029,4033,4804,705,PS,0.39820954907161804,25707,3181,16535,5991,0.12374061539658458,0.6432100206169525,0.23304936398646284,22789,3265,6505.0,2776.0,4256.0,3573.0,2414.0,0.1432708762999693,0.28544473210759574,0.12181315546974418,0.18675676861643775,0.15678616876563253,0.10592829874062047,705,7.5,0.075,"(40.1748245, -8.6826636)",40.1748245,-8.6826636
120,Mortágua,4534,297,11,24,121,2538,1400,143,PPD/PSD.CDS-PP,0.5597706219673577,9212,963,5622,2628,0.10453755970473295,0.6102909248805906,0.28528006947459833,8595,1437,3154.0,1062.0,1271.0,988.0,683.0,0.16719022687609075,0.3669575334496801,0.12356020942408377,0.14787667248400233,0.11495055264688772,0.07946480511925538,763.3,4.8,0.048,"(40.3968539, -8.2325058)",40.396853899999996,-8.2325058
121,Oliveira do Hospital,10403,672,25,77,350,5137,3746,396,PPD/PSD.CDS-PP,0.49379986542343557,20038,2322,12660,5057,0.11587982832618025,0.6317995807964867,0.2523704960574908,18068,2695,6335.0,2341.0,3124.0,2250.0,1323.0,0.14915873367279167,0.3506198804516272,0.12956608368386097,0.17290236882886872,0.12452955501439009,0.07322337834846136,670.4,8,0.08,"(40.3608614, -7.862203200000001)",40.3608614,-7.862203200000001
122,Pampilhosa da Serra,2134,114,10,5,68,1074,789,74,PPD/PSD.CDS-PP,0.5032802249297095,4170,309,2172,1689,0.07410071942446043,0.520863309352518,0.4050359712230216,4160,1213,1617.0,385.0,470.0,360.0,115.0,0.2915865384615385,0.3887019230769231,0.09254807692307693,0.11298076923076923,0.08653846153846154,0.027644230769230768,665.3,6,0.06,"(40.0463704, -7.949715499999999)",40.046370399999994,-7.9497155
123,Penacova,7450,426,18,36,434,3559,2686,291,PPD/PSD.CDS-PP,0.47771812080536913,14453,1583,9037,3833,0.10952743375077839,0.625268110426901,0.2652044558223206,13377,2163,4791.0,1698.0,2342.0,1522.0,861.0,0.16169544740973313,0.35815205202960304,0.12693429019959632,0.17507662405621588,0.11377737908350154,0.06436420722135008,707.9,5.6,0.055999999999999994,"(40.2704883, -8.28054)",40.2704883,-8.28054
124,Penela,2766,195,17,19,115,1423,862,135,PPD/PSD.CDS-PP,0.5144613159797542,5635,654,3321,1661,0.1160603371783496,0.5893522626441882,0.29476486246672584,5252,916,1856.0,523.0,857.0,685.0,415.0,0.1744097486671744,0.3533891850723534,0.09958111195734957,0.16317593297791316,0.13042650418888044,0.07901751713632901,693.3,6.3,0.063,"(40.0292279, -8.3908296)",40.029227899999995,-8.3908296
125,Soure,9401,994,24,73,750,2980,4076,504,PS,0.4335708967131156,18129,2015,10887,5228,0.11114788460477688,0.6005295383087871,0.2883777373269347,16987,3205,5060.0,1539.0,3112.0,2739.0,1332.0,0.18867369164655326,0.2978748454700653,0.0905986931182669,0.18319891681874376,0.16124094896097016,0.0784129039854006,733.2,6.4,0.064,"(40.0604197, -8.621863399999999)",40.060419700000004,-8.6218634
126,Tábua,5684,367,15,56,284,2694,2048,220,PPD/PSD.CDS-PP,0.47396199859254046,11742,1469,7528,2746,0.12510645545903593,0.6411173564980412,0.2338613524101516,10434,1575,3760.0,1233.0,1945.0,1282.0,639.0,0.15094882116158712,0.36036036036036034,0.11817136285221391,0.18640981406938853,0.12286754839946329,0.061242093156986775,628.7,7.4,0.07400000000000001,"(40.3656384, -8.0356087)",40.365638399999995,-8.0356087
127,Vila Nova de Poiares,3089,243,10,21,161,1396,1094,164,PPD/PSD.CDS-PP,0.45192618970540627,7069,957,4794,1319,0.13537982741547602,0.6781723015985288,0.18658933371056727,6185,803,1914.0,797.0,1354.0,916.0,401.0,0.12983023443815683,0.30945836701697654,0.12886014551333871,0.21891673403395312,0.1481002425222312,0.06483427647534357,681.5,7.3,0.073,"(40.2107667, -8.25907)",40.2107667,-8.25907
128,Alvaiázere,3685,191,4,26,52,2642,633,137,PPD/PSD.CDS-PP,0.7169606512890095,6923,674,4011,2238,0.09735663729596995,0.5793731041456016,0.32327025855842845,6500,1364,2369.0,697.0,911.0,759.0,400.0,0.20984615384615385,0.36446153846153845,0.10723076923076923,0.14015384615384616,0.11676923076923076,0.06153846153846154,632.7,7.5,0.075,"(39.8253215, -8.3827766)",39.8253215,-8.3827766
129,Ansião,6821,386,21,54,183,4157,1678,342,PPD/PSD.CDS-PP,0.6094414308752383,12609,1418,7826,3365,0.11245935442937584,0.6206677769846934,0.2668728685859307,11445,2027,3736.0,1263.0,1901.0,1702.0,816.0,0.17710790738313675,0.32643075578855396,0.11035386631716906,0.16609873307121015,0.1487112276103102,0.07129750982961992,670.6,7.9,0.079,"(39.9107177, -8.438509999999999)",39.9107177,-8.43851
130,Batalha,8025,701,34,107,184,5085,1474,440,PPD/PSD.CDS-PP,0.6336448598130842,15816,2287,10424,3105,0.14460040465351542,0.6590794132524026,0.19632018209408195,13335,1478,3997.0,1742.0,2599.0,2187.0,1332.0,0.11083614548181478,0.29973753280839893,0.1306336707911511,0.19490063742032246,0.1640044994375703,0.09988751406074241,780.9,4.6,0.046,"(39.6582957, -8.8241243)",39.658295700000004,-8.8241243
131,Castanheira de Pêra,1600,119,4,9,64,573,761,70,PS,0.475625,2833,256,1633,945,0.09036357218496294,0.5764207553829862,0.33356865513589834,2853,518,1133.0,288.0,454.0,314.0,146.0,0.18156326673676831,0.39712583245706273,0.10094637223974763,0.15913073957237994,0.11005958640028041,0.05117420259376095,799.9,12.1,0.121,"(40.0063802, -8.2109607)",40.0063802,-8.210960700000001
132,Figueiró dos Vinhos,3441,202,7,18,68,1888,1111,147,PPD/PSD.CDS-PP,0.5486777099680326,5834,579,3433,1823,0.09924580047994515,0.5884470346246143,0.3124785738772712,5512,1037,1934.0,626.0,860.0,690.0,365.0,0.18813497822931785,0.3508708272859216,0.11357039187227866,0.15602322206095792,0.12518142235123367,0.06621915820029027,662.1,10.7,0.107,"(39.9026838, -8.2760816)",39.9026838,-8.2760816
133,Leiria,64716,6527,237,847,2118,36208,14971,3808,PPD/PSD.CDS-PP,0.5594906978181593,125641,17848,84270,23524,0.142055539195008,0.6707205450450092,0.1872318749452806,107580,10931,26728.0,13224.0,21749.0,19152.0,15796.0,0.10160810559583566,0.24844766685257483,0.12292247629670942,0.20216583007994052,0.17802565532626882,0.14683026584867076,833.2,5.5,0.055,"(39.74953310000001, -8.807682999999999)",39.7495331,-8.807683
134,Marinha Grande,18290,2895,73,280,3143,4952,5680,1267,PS,0.31055221432476765,38573,5507,25073,7994,0.14276825758950562,0.6500142586783502,0.20724340860187176,32879,3198,8708.0,3972.0,7173.0,6178.0,3650.0,0.09726573192615347,0.2648499041941665,0.12080659387450957,0.21816356945162566,0.1879010918823565,0.1110131086711883,990.9,6.9,0.069,"(39.7503802, -8.931805899999999)",39.7503802,-8.9318059
