,Municipality,Total,BE,NC,PAN,PCP-PEV,PPD/PSD.CDS-PP,PS,Others,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People_x,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Total_Number_People_y,Without_Education,Basic_First_Cycle,Basic_Second_Cycle,Basic_Third_Cycle,Secondary,Superior,Fraction_Without_Education,Fraction_Basic_First_Cycle,Fraction_Basic_Second_Cycle,Fraction_Basic_Third_Cycle,Fraction_Secondary,Fraction_Superior,Total_Average_income,Unemployment_%Rate,Unemployment_Rate,Coordinates,x,y
10,Amares,9965,745,15,62,395,5477,2736,535,PPD/PSD.CDS-PP,0.5496236828901154,18359,2597,12588,3175,0.14145650634566154,0.6856582602538265,0.17293970259818073,15750,1847,4714.0,2380.0,3007.0,2472.0,1330.0,0.11726984126984127,0.2993015873015873,0.1511111111111111,0.1909206349206349,0.15695238095238095,0.08444444444444445,651.1,9.5,0.095,"(41.63165619999999, -8.3487113)",41.6316562,-8.3487113
11,Barcelos,67058,4948,121,481,2170,37326,18758,3254,PPD/PSD.CDS-PP,0.556622625190134,118808,17011,83349,18449,0.14318059389940072,0.701543667093125,0.15528415594909434,100389,9333,30188.0,20688.0,20058.0,12949.0,7173.0,0.09296835310641605,0.30071023717738,0.2060783551982787,0.1998027672354541,0.12898823576288238,0.0714520515195888,698,5.5,0.055,"(41.5320504, -8.6190525)",41.532050399999996,-8.619052499999999
12,Braga,95783,10443,237,957,7450,40314,30929,5453,PPD/PSD.CDS-PP,0.42088888424877063,181528,27513,127345,26671,0.1515633951787052,0.7015171213256357,0.14692499228769115,151827,10441,33911.0,19775.0,30771.0,27717.0,29212.0,0.06876905952169245,0.2233528950713641,0.13024692577736502,0.20267146159773952,0.18255646228931613,0.19240319574252274,831.6,8.9,0.08900000000000001,"(41.5454486, -8.426506999999999)",41.5454486,-8.426507
13,Esposende,17948,1340,41,185,741,10410,4181,1050,PPD/PSD.CDS-PP,0.5800089146423,34083,5234,23514,5336,0.15356629404688554,0.689904057741396,0.15655898835196433,28599,2736,7707.0,5321.0,5449.0,4137.0,3249.0,0.09566768068813594,0.2694849470261198,0.18605545648449245,0.19053113745235847,0.14465540753173187,0.11360537081716143,710.9,5.8,0.057999999999999996,"(41.5309169, -8.7805652)",41.5309169,-8.780565199999998
14,Terras de Bouro,3910,194,10,22,189,2228,1060,207,PPD/PSD.CDS-PP,0.5698209718670076,6712,771,4205,1736,0.11486889153754469,0.6264898688915376,0.2586412395709178,6308,1019,2218.0,827.0,1121.0,810.0,313.0,0.16154090044388078,0.35161699429296134,0.13110336081166774,0.17771084337349397,0.12840837032339886,0.04961953075459734,727.6,11.3,0.113,"(41.7167409, -8.306244399999999)",41.7167409,-8.3062444
15,Vila Verde,24262,1598,57,165,681,14495,5983,1283,PPD/PSD.CDS-PP,0.5974363201714615,47487,7159,31816,8513,0.15075704929770253,0.6699938930654705,0.17927011603175605,39890,5661,12106.0,6404.0,7512.0,5379.0,2828.0,0.14191526698420656,0.30348458260215594,0.16054148909501129,0.1883178741539233,0.13484582602155928,0.07089496114314364,682.1,7.5,0.075,"(41.6514763, -8.4349104)",41.6514763,-8.434910400000001
16,Cabeceiras de Basto,8873,375,13,33,187,4110,3832,323,PPD/PSD.CDS-PP,0.4632029753183816,16202,2340,10851,3011,0.1444266139982718,0.6697321318355759,0.18584125416615233,13987,2282,4048.0,2399.0,2554.0,1722.0,982.0,0.16315149781940375,0.28941159648244796,0.17151640809322943,0.18259812683205834,0.12311432044040894,0.07020805033245156,631.1,12.1,0.121,"(41.5116939, -7.9979753)",41.511693900000004,-7.997975299999999
17,Fafe,27305,2194,40,181,1244,12081,10229,1336,PPD/PSD.CDS-PP,0.44244643838124886,49465,6744,34080,8642,0.13633882543212372,0.6889720004043263,0.17470939047811584,42815,4981,14080.0,7845.0,7224.0,5025.0,3660.0,0.11633773210323485,0.328856709097279,0.18323017634006775,0.16872591381525168,0.11736540931916384,0.08548405932500291,646.3,9.4,0.094,"(41.4512581, -8.1708837)",41.451258100000004,-8.1708837
18,Guimarães,88303,9530,192,699,6456,36009,30477,4940,PPD/PSD.CDS-PP,0.40778908983839735,155214,21557,109811,23847,0.13888566752999085,0.7074812839048024,0.15363949128300283,133412,12043,41867.0,21501.0,27000.0,18532.0,12469.0,0.09026924114772285,0.31381734776481873,0.16116241417563637,0.20238059544868528,0.1389080442538902,0.09346235720924655,728.3,9.3,0.09300000000000001,"(41.44253, -8.2917857)",41.44253,-8.2917857
19,Mondim de Basto,3798,192,10,15,113,2220,1106,142,PPD/PSD.CDS-PP,0.584518167456556,7196,873,4790,1534,0.12131739855475264,0.6656475819899944,0.2131739855475264,6368,1246,2095.0,943.0,1019.0,703.0,362.0,0.19566582914572864,0.32898869346733667,0.14808417085427136,0.16001884422110552,0.11039572864321608,0.05684673366834171,618.6,11.2,0.11199999999999999,"(41.4112348, -7.9526065)",41.4112348,-7.9526065
20,Póvoa de Lanhoso,11952,731,22,104,356,6340,3897,502,PPD/PSD.CDS-PP,0.5304551539491299,21717,3068,14797,3852,0.1412718147073721,0.6813556200211816,0.17737256527144632,18316,2692,5901.0,3109.0,3191.0,2202.0,1221.0,0.14697532212273423,0.3221773312950426,0.16974230181262284,0.17421926184756498,0.12022275606027517,0.0666630268617602,649.7,8.9,0.08900000000000001,"(41.5784784, -8.2689012)",41.5784784,-8.2689012
21,Vieira do Minho,7163,419,10,44,245,3773,2387,285,PPD/PSD.CDS-PP,0.5267346084042999,12367,1478,8069,2820,0.11951160346082317,0.6524621977844263,0.22802619875475055,11219,1804,3706.0,1863.0,1739.0,1406.0,701.0,0.1607986451555397,0.330332471699795,0.16605758088956235,0.15500490239771816,0.1253231125768785,0.06248328728050628,701.6,12.1,0.121,"(41.63437620000001, -8.141662499999999)",41.634376200000005,-8.1416625
22,Vila Nova de Famalicão,72979,6935,144,605,3524,34059,24293,3419,PPD/PSD.CDS-PP,0.46669589882020857,133153,18961,93410,20782,0.14240009613001584,0.7015238109543157,0.15607609291566843,112215,9573,32200.0,20163.0,22038.0,16996.0,11245.0,0.08530945060820747,0.28694916009446153,0.17968186071380832,0.19639085683732121,0.15145925232812013,0.10020941941808136,784.8,7.5,0.075,"(41.41112589999999, -8.5237319)",41.411125899999995,-8.5237319
23,Vizela,12463,1696,55,77,699,4427,4823,686,PS,0.3869854770119554,23807,3369,17345,3093,0.14151300037804007,0.7285672281261814,0.12991977149577855,19758,1947,6784.0,3446.0,3906.0,2476.0,1199.0,0.0985423625873064,0.3433545905456018,0.17441036542160138,0.19769207409656847,0.12531632756351857,0.06068427978540338,637.7,7.2,0.07200000000000001,"(41.3764108, -8.309834799999999)",41.376410799999995,-8.309834799999999
24,Arouca,11565,591,28,77,241,7816,2378,434,PPD/PSD.CDS-PP,0.675832252485949,21460,3011,14372,4078,0.14030754892823857,0.6697110904007456,0.19002795899347624,18896,2537,6273.0,3438.0,3123.0,2132.0,1393.0,0.13426121930567317,0.33197502116850125,0.1819432684165961,0.1652730736663844,0.11282811176968671,0.07371930567315833,689.1,5,0.05,"(40.9321489, -8.245099)",40.9321489,-8.245099
25,Espinho,18136,1920,46,216,1518,7125,6436,875,PPD/PSD.CDS-PP,0.39286501985002203,29882,3560,19306,7017,0.11913526537715012,0.6460745599357473,0.2348236396492872,27743,2719,8545.0,3530.0,4947.0,4044.0,3958.0,0.09800670439390116,0.30800562304004614,0.12723930360811736,0.17831525069386872,0.14576649965757127,0.14266661860649532,766.8,14.2,0.142,"(41.0071914, -8.641033199999999)",41.007191399999996,-8.641033199999999
26,Gondomar,83295,11231,254,1590,9052,28246,28769,4153,PS,0.34538687796386336,166590,23208,114585,28797,0.13931208355843688,0.6878264001440663,0.17286151629749685,142182,11149,40945.0,20441.0,29037.0,24791.0,15819.0,0.07841358259132661,0.2879759744552756,0.14376644019636803,0.2042241633962105,0.1743610302288616,0.11125880913195763,760.6,11.9,0.11900000000000001,"(41.13955989999999, -8.5291423)",41.1395599,-8.5291423
27,Maia,70465,9626,216,1559,4846,27964,22970,3284,PPD/PSD.CDS-PP,0.39684949975164974,135748,21192,93243,21313,0.15611279724194832,0.6868830480007072,0.1570041547573445,112530,6634,27601.0,12891.0,22026.0,21851.0,21527.0,0.05895316804407714,0.24527681507153648,0.11455611836843509,0.19573447080778458,0.19417932995645606,0.19130009775171067,982.9,10.1,0.10099999999999999,"(41.2278891, -8.621049)",41.2278891,-8.621049000000001
28,Matosinhos,90180,12411,362,1870,6811,30653,34071,4002,PS,0.37781104457751163,173748,23688,117525,32535,0.1363353822777816,0.6764106637198701,0.18725395400234823,150366,11185,40246.0,18208.0,27428.0,26279.0,27020.0,0.07438516685952941,0.26765359190242477,0.1210912041285929,0.18240825718579998,0.1747669020922283,0.17969487783142465,965.9,10,0.1,"(41.1844362, -8.696277499999999)",41.1844362,-8.696277499999999
29,Oliveira de Azeméis,34636,3403,112,326,1103,17213,10763,1716,PPD/PSD.CDS-PP,0.49696847210994344,67164,8292,45885,12987,0.1234589958906557,0.6831784884759693,0.19336251563337503,58932,5420,18867.0,10614.0,11371.0,7860.0,4800.0,0.0919704065702844,0.320148645896966,0.1801058847485237,0.19295119799090477,0.1333740582366117,0.08144980655670943,838,4.9,0.049,"(40.8387294, -8.4769763)",40.8387294,-8.4769763
30,Paredes,43375,3622,131,446,2206,23139,12028,1803,PPD/PSD.CDS-PP,0.5334639769452449,86611,14119,61210,11283,0.163016245049705,0.7067231644941174,0.13027213633372203,70716,6763,23256.0,13611.0,13444.0,8679.0,4963.0,0.09563606538831382,0.32886475479382316,0.19247412183947055,0.1901125629277674,0.12273035805192602,0.07018213699869902,683.7,11.2,0.11199999999999999,"(41.2053076, -8.3304861)",41.2053076,-8.330486099999998
31,Porto,129922,15222,337,2522,11213,51611,43730,5287,PPD/PSD.CDS-PP,0.3972460399316513,216405,26531,131527,58347,0.12259883089577413,0.6077817055982995,0.2696194635059264,209212,13814,50642.0,21333.0,35585.0,34853.0,52985.0,0.06602871728199147,0.2420606848555532,0.1019683383362331,0.1700906257767241,0.16659178249813586,0.25325985125136224,1084.5,14.6,0.146,"(41.1579438, -8.629105299999999)",41.1579438,-8.6291053
32,Póvoa de Varzim,30985,2580,74,424,1420,17376,7834,1277,PPD/PSD.CDS-PP,0.5607874778118445,62615,9592,42765,10258,0.15319013016050467,0.6829833107082968,0.1638265591311986,52991,4357,15051.0,9383.0,9972.0,7858.0,6370.0,0.08222150931290219,0.28402936347681684,0.17706780396671132,0.18818289898284615,0.14828933215074258,0.12020909210998094,747.1,8.4,0.084,"(41.3803685, -8.7609294)",41.3803685,-8.7609294
33,Santa Maria da Feira,70731,7899,200,689,3003,31701,23611,3628,PPD/PSD.CDS-PP,0.44819103363447427,139544,19683,96649,23213,0.14105228458407384,0.692605916413461,0.1663489652009402,117270,10799,35941.0,19825.0,21968.0,16561.0,12176.0,0.09208663767374435,0.3064807708706404,0.16905431909269208,0.1873283874818794,0.14122111366931014,0.1038287712117336,828.7,8,0.08,"(40.926794, -8.5483247)",40.926794,-8.548324699999998
34,Santo Tirso,38479,3817,99,437,2310,15603,14523,1690,PPD/PSD.CDS-PP,0.4054939057667819,69779,8452,47704,13623,0.12112526691411456,0.6836440762980266,0.1952306567878588,61648,5920,21374.0,9750.0,11039.0,8091.0,5474.0,0.09602906825849987,0.34671035556709057,0.15815598235141448,0.17906501427459123,0.1312451336620815,0.08879444588632235,739.1,10.3,0.10300000000000001,"(41.3431376, -8.4738078)",41.3431376,-8.473807800000001
35,São João da Madeira,11434,1268,44,160,663,4733,4037,529,PPD/PSD.CDS-PP,0.41394087808291063,21499,2890,14812,3797,0.13442485697009163,0.688962277315224,0.1766128657146844,18587,1285,5089.0,2697.0,3787.0,3247.0,2482.0,0.0691343412062194,0.2737935115941249,0.14510141496745038,0.2037445526443213,0.17469198902458707,0.13353419056329693,822.6,7.2,0.07200000000000001,"(40.90052379999999, -8.490671599999999)",40.900523799999995,-8.4906716
36,Trofa,20280,2052,57,249,1058,9781,6196,887,PPD/PSD.CDS-PP,0.48229783037475343,38335,5298,27059,5979,0.13820268683970263,0.7058562671188209,0.15596713186383201,32924,2644,10209.0,5425.0,6656.0,5075.0,2915.0,0.08030615964038391,0.31007775482930383,0.16477341756773176,0.20216255619001336,0.15414287449884584,0.0885372372737213,824.9,10.2,0.102,"(41.3389988, -8.559548800000002)",41.3389988,-8.559548800000002
37,Vale de Cambra,12455,1081,33,129,351,7220,3019,622,PPD/PSD.CDS-PP,0.5796868727418707,22017,2562,14407,5048,0.11636462733342418,0.6543579960939274,0.2292773765726484,19965,2458,6491.0,3079.0,3349.0,2700.0,1888.0,0.12311545204107188,0.3251189581768094,0.15421988479839718,0.16774355121462559,0.135236664162284,0.09456548960681192,890.5,4.7,0.047,"(40.8429643, -8.395616799999999)",40.8429643,-8.3956168
38,Valongo,47467,6436,135,885,4072,16729,16702,2508,PPD/PSD.CDS-PP,0.352434322792677,95138,14633,65625,14880,0.1538081523681389,0.6897874666274254,0.15640438100443566,78319,5562,21977.0,11843.0,15730.0,13833.0,9374.0,0.07101724996488719,0.280608792247092,0.15121490315249173,0.20084526104776618,0.17662380776056896,0.11968998582719391,774.1,11.6,0.11599999999999999,"(41.188745, -8.4983411)",41.188745000000004,-8.4983411
39,Vila do Conde,39312,4020,103,624,2161,16860,13777,1767,PPD/PSD.CDS-PP,0.42887667887667885,79459,11925,54207,13327,0.1500773984067255,0.6822008834744963,0.16772171811877823,66602,5488,20096.0,11110.0,12488.0,9685.0,7735.0,0.0823999279300922,0.30173268070027925,0.16681180745322963,0.1875018768205159,0.1454160535719648,0.1161376535239182,845.3,7.8,0.078,"(41.3519329, -8.747142300000002)",41.351932899999994,-8.7471423
40,Vila Nova de Gaia,154699,21156,464,3182,12604,55394,54010,7889,PPD/PSD.CDS-PP,0.35807600566260933,301496,43400,205898,52198,0.14394884177567863,0.6829211664499695,0.1731299917743519,255654,18851,70853.0,33970.0,49801.0,44228.0,37951.0,0.07373637807348996,0.2771441088345968,0.13287490123369866,0.19479843851455483,0.17299944456179053,0.14844672878186924,885.6,13,0.13,"(41.1238759, -8.611785099999999)",41.123875899999994,-8.611785099999999
41,Boticas,3330,85,13,8,76,2275,771,102,PPD/PSD.CDS-PP,0.6831831831831832,5352,498,3157,1697,0.0930493273542601,0.5898729446935725,0.31707772795216743,5169,1269,2053.0,575.0,513.0,501.0,258.0,0.24550203134068485,0.3971754691429677,0.11124008512284775,0.09924550203134068,0.09692396982008125,0.04991294254207777,645.7,8.5,0.085,"(41.6984124, -7.6710889)",41.6984124,-7.671088900000001
42,Chaves,19959,1152,46,150,634,10749,6377,851,PPD/PSD.CDS-PP,0.5385540357733354,40260,4463,25411,10387,0.11085444610034774,0.6311723795330353,0.2579980129160457,36213,4900,11561.0,3950.0,5899.0,5545.0,4358.0,0.13531052384502804,0.31924999309640184,0.10907685085466545,0.1628973020738409,0.15312180708585316,0.12034352304421064,706.3,9.1,0.091,"(41.7410586, -7.470604599999999)",41.7410586,-7.470604600000001
43,Montalegre,5928,182,10,13,64,2944,2563,152,PPD/PSD.CDS-PP,0.4966261808367072,9638,787,5573,3278,0.08165594521684996,0.5782319983399046,0.3401120564432455,9534,2193,3565.0,1069.0,1132.0,990.0,585.0,0.2300188797986155,0.3739249003566184,0.11212502622194252,0.11873295573736102,0.10383889238514789,0.06135934550031466,659,7.7,0.077,"(41.825411, -7.7886089)",41.825410999999995,-7.788608900000001
44,Ribeira de Pena,3425,104,5,7,69,1760,1351,129,PPD/PSD.CDS-PP,0.5138686131386861,6246,738,3870,1638,0.11815561959654179,0.6195965417867435,0.2622478386167147,5725,1468,1805.0,815.0,831.0,522.0,284.0,0.25641921397379913,0.31528384279475985,0.1423580786026201,0.1451528384279476,0.09117903930131005,0.04960698689956332,704.4,12.5,0.125,"(41.5199011, -7.793851)",41.5199011,-7.793850999999999
45,Valpaços,8882,312,35,28,120,6133,1981,273,PPD/PSD.CDS-PP,0.6904976356676424,15748,1458,8998,5292,0.09258318516637033,0.5713741427482855,0.33604267208534416,15166,3478,6048.0,1701.0,1760.0,1386.0,793.0,0.22932876170381117,0.39878675985757617,0.1121587762099433,0.11604905710141106,0.0913886324673612,0.05228801265989714,666.9,8.8,0.08800000000000001,"(41.6069681, -7.3104483)",41.6069681,-7.310448299999999
46,Vila Pouca de Aguiar,7231,249,17,29,219,4005,2476,236,PPD/PSD.CDS-PP,0.5538653021712073,12494,1241,7717,3536,0.09932767728509685,0.6176564751080519,0.2830158476068513,11652,2074,4488.0,1351.0,1690.0,1237.0,812.0,0.17799519395811877,0.38516992790937177,0.11594576038448336,0.1450394782011672,0.10616203226913834,0.06968760727772057,683.5,9.4,0.094,"(41.5002387, -7.6432318)",41.500238700000004,-7.6432318
47,Amarante,27788,2092,60,183,1065,12634,10354,1400,PPD/PSD.CDS-PP,0.4546566863394271,54604,7638,37725,9242,0.13987986228115157,0.6908834517617757,0.16925499963372648,47227,6125,16181.0,6200.0,8652.0,6052.0,4017.0,0.12969276049717324,0.3426218053232261,0.13128083511550595,0.18320028797086413,0.12814703453532936,0.0850572765579012,712.3,10.2,0.102,"(41.26963569999999, -8.0826488)",41.2696357,-8.0826488
48,Baião,8836,552,26,59,263,3428,4229,279,PS,0.47861023087369853,19585,2552,13175,3859,0.13030380393158028,0.672708705642073,0.1970385499106459,17410,3429,6123.0,2568.0,2825.0,1716.0,749.0,0.19695577254451466,0.35169442848937393,0.14750143595634693,0.16226306720275704,0.09856404365307295,0.04302125215393452,631.8,14.3,0.14300000000000002,"(41.16177150000001, -8.035514)",41.1617715,-8.035514
49,Castelo de Paiva,8243,665,15,38,239,3933,3067,286,PPD/PSD.CDS-PP,0.477132112095111,16050,2306,11037,2708,0.14367601246105918,0.6876635514018692,0.1687227414330218,14030,1466,4238.0,3361.0,2683.0,1553.0,729.0,0.1044903777619387,0.3020669992872416,0.23955808980755525,0.19123307198859588,0.11069137562366357,0.051960085531004986,662.5,10.7,0.107,"(41.0409444, -8.2714736)",41.040944399999994,-8.271473599999998
50,Celorico de Basto,9557,597,15,67,295,5308,2827,448,PPD/PSD.CDS-PP,0.5554044156115936,19552,2551,13191,3811,0.13047258592471359,0.6746624386252046,0.19491612111292964,17037,2727,5673.0,2672.0,2951.0,2061.0,953.0,0.1600633914421553,0.33298115865469274,0.15683512355461643,0.1732112461114046,0.12097200211304807,0.05593707812408288,607.6,9.5,0.095,"(41.38694960000001, -8.002203399999999)",41.3869496,-8.002203399999999
51,Cinfães,8657,501,19,53,284,4324,3139,337,PPD/PSD.CDS-PP,0.49948018944207,19244,2638,12449,4157,0.13708168779879443,0.6469029307836208,0.2160153814175847,17405,3155,6269.0,3222.0,2432.0,1600.0,727.0,0.18126975007181845,0.36018385521401897,0.18511921861534042,0.13972996265440965,0.09192760700948004,0.041769606434932494,659.6,14.9,0.149,"(41.071713, -8.0898477)",41.071713,-8.0898477
52,Felgueiras,29944,2804,86,211,1291,14938,9301,1313,PPD/PSD.CDS-PP,0.49886454715468875,57329,8340,41136,7854,0.1454761115665719,0.7175426049643286,0.13699872664794432,48098,5231,16485.0,8338.0,9147.0,6035.0,2862.0,0.10875712087820699,0.3427377437731299,0.17335440143041292,0.190174227618612,0.12547299264002662,0.05950351365961162,667.1,5.3,0.053,"(41.367707, -8.1951206)",41.367707,-8.1951206
53,Lousada,23147,1905,102,191,1097,11021,7885,946,PPD/PSD.CDS-PP,0.476130816088478,47126,7537,33928,5661,0.15993294571998473,0.7199422823918856,0.1201247718881297,38572,4033,12660.0,7747.0,7844.0,4093.0,2195.0,0.10455771025614435,0.3282173597428186,0.20084517266410867,0.20335995022295966,0.10611324276677382,0.056906564347194856,619.2,8.3,0.083,"(41.2774793, -8.2837376)",41.277479299999996,-8.283737599999998
54,Marco de Canaveses,24213,2131,71,210,1012,12094,7670,1025,PPD/PSD.CDS-PP,0.49948374839962006,52594,8134,36990,7470,0.15465642468722668,0.7033121648857285,0.1420314104270449,43795,5107,14693.0,8170.0,8209.0,5066.0,2550.0,0.1166114853293755,0.33549491951135973,0.18655097613882862,0.187441488754424,0.11567530540015984,0.05822582486585227,684.8,11.7,0.11699999999999999,"(41.1845043, -8.1477551)",41.18450429999999,-8.1477551
55,Paços de Ferreira,27144,1902,78,235,1171,15220,7501,1037,PPD/PSD.CDS-PP,0.5607132331270263,57004,9013,40946,7045,0.158111711458845,0.7183004701424461,0.12358781839870886,46020,4417,15865.0,9976.0,8191.0,4741.0,2830.0,0.09598000869187309,0.34474141677531506,0.21677531508039982,0.1779878313776619,0.10302042590178183,0.06149500217296827,637.5,9.5,0.095,"(41.2785916, -8.372138099999999)",41.278591600000006,-8.372138099999999
56,Penafiel,37413,3395,118,418,1908,17352,12534,1688,PPD/PSD.CDS-PP,0.46379600673562665,70891,10994,49921,9976,0.15508315583078247,0.7041937622547291,0.14072308191448843,59509,6801,18873.0,10471.0,11719.0,7570.0,4075.0,0.11428523416626056,0.3171453057520711,0.17595657799660555,0.1969281957350989,0.12720764926313666,0.0684770370868272,721.1,9.9,0.099,"(41.2053186, -8.2896845)",41.2053186,-8.2896845
57,Resende,5781,220,6,27,188,2660,2484,196,PPD/PSD.CDS-PP,0.46012800553537453,10659,1415,6890,2354,0.1327516652594052,0.6464021015104606,0.22084623323013416,9661,2047,3463.0,1194.0,1461.0,987.0,509.0,0.2118828278646103,0.35845150605527376,0.12358969050822896,0.1512265810992651,0.10216333712866163,0.05268605734396025,653.2,13.9,0.139,"(41.10636150000001, -7.963362999999999)",41.1063615,-7.963363
58,Alijó,6125,297,16,36,220,3004,2325,227,PPD/PSD.CDS-PP,0.49044897959183675,11170,1209,6647,3315,0.10823634735899731,0.5950760966875559,0.29677708146821846,10596,1868,4161.0,1370.0,1455.0,1144.0,598.0,0.17629294073235183,0.39269535673839184,0.12929407323518308,0.13731596828992074,0.10796526991317479,0.05643639109097773,742.4,9.5,0.095,"(41.2772291, -7.4749657)",41.2772291,-7.4749657
59,Armamar,3117,237,5,20,190,1797,736,132,PPD/PSD.CDS-PP,0.5765158806544755,5973,647,3763,1563,0.10832077682906412,0.6300016742005692,0.26167754897036666,5468,875,2105.0,746.0,811.0,643.0,288.0,0.16002194586686175,0.3849670811997074,0.1364301389904901,0.14831748354059984,0.1175932699341624,0.05267008046817849,699.3,9.6,0.096,"(41.1000712, -7.681943)",41.10007120000001,-7.6819429999999995
60,Carrazeda de Ansiães,3086,186,10,25,107,1634,992,132,PPD/PSD.CDS-PP,0.5294880103694103,5929,606,3324,1999,0.10220947883285546,0.5606341710237814,0.33715635014336315,5737,1195,2318.0,592.0,687.0,564.0,381.0,0.20829701934809133,0.4040439253965487,0.10318982046365696,0.11974899773400732,0.09830922084713264,0.06641101621056301,636,9.3,0.09300000000000001,"(41.2428168, -7.308031299999999)",41.24281679999999,-7.3080313
61,Freixo de Espada à Cinta,1754,122,5,7,53,777,740,50,PPD/PSD.CDS-PP,0.4429874572405929,3526,386,2051,1089,0.10947249007373795,0.581678956324447,0.30884855360181507,3351,759,1273.0,398.0,454.0,300.0,167.0,0.22649955237242614,0.3798866010146225,0.11877051626380185,0.13548194568785438,0.08952551477170993,0.049835869889585195,673.2,12.1,0.121,"(41.0900806, -6.8087993)",41.09008060000001,-6.8087993
62,Lamego,13342,946,23,86,646,6474,4632,535,PPD/PSD.CDS-PP,0.48523459751161746,25616,3132,17127,5357,0.12226733291692692,0.668605559025609,0.2091271080574641,22973,3373,6674.0,3120.0,3938.0,3190.0,2678.0,0.14682453314760807,0.2905149523353502,0.13581160492752362,0.17141862186044488,0.13885866016628215,0.1165716275627911,722.6,14.6,0.146,"(41.0953745, -7.812380500000001)",41.0953745,-7.8123805
63,Mesão Frio,2078,167,9,11,45,958,804,84,PPD/PSD.CDS-PP,0.46102021174205965,4133,527,2735,871,0.12751028308734574,0.6617469150737962,0.21074280183885796,3854,687,1385.0,531.0,606.0,466.0,179.0,0.17825635703165543,0.35936689154125584,0.13777893098079916,0.15723923196678774,0.1209133367929424,0.04644525168655942,662,16.1,0.161,"(41.1598648, -7.889922799999999)",41.1598648,-7.8899228
64,Moimenta da Beira,4689,246,16,36,189,2523,1498,181,PPD/PSD.CDS-PP,0.5380678182981445,9904,1244,6273,2387,0.12560581583198707,0.6333804523424879,0.24101373182552505,8754,1412,3043.0,1056.0,1381.0,1147.0,715.0,0.16129769248343614,0.34761251999086135,0.12063056888279644,0.1577564541923692,0.1310258167694768,0.08167694768106008,644.7,10.6,0.106,"(40.9813255, -7.615518699999999)",40.9813255,-7.615518700000001
65,Murça,3122,176,3,23,50,1724,1063,83,PPD/PSD.CDS-PP,0.5522101217168481,5676,668,3413,1596,0.11768851303735024,0.6013037350246653,0.28118393234672306,5287,1058,1867.0,682.0,760.0,551.0,369.0,0.200113485908833,0.35313031965197655,0.12899564970682806,0.1437488178551163,0.10421789294495934,0.06979383393228675,665.2,10.8,0.10800000000000001,"(41.4072842, -7.453387899999999)",41.4072842,-7.4533879
66,Penedono,1349,87,4,8,53,693,451,53,PPD/PSD.CDS-PP,0.513713862120089,2755,312,1719,725,0.1132486388384755,0.623956442831216,0.2631578947368421,2590,489,953.0,351.0,315.0,298.0,184.0,0.1888030888030888,0.36795366795366796,0.13552123552123552,0.12162162162162163,0.11505791505791506,0.07104247104247104,675.6,8.1,0.081,"(40.9903208, -7.3943499)",40.9903208,-7.394349900000001
67,Peso da Régua,7860,540,21,47,404,3475,3081,292,PPD/PSD.CDS-PP,0.44211195928753183,16310,1976,10959,3376,0.12115266707541386,0.6719190680564071,0.20698957694665848,14809,2184,4804.0,1892.0,2545.0,2045.0,1339.0,0.14747788506988993,0.3243973259504355,0.12776014585724896,0.1718549530690796,0.13809170099263962,0.09041798906070633,803.2,12.8,0.128,"(41.1656737, -7.7867018)",41.1656737,-7.7867017999999995
68,Sabrosa,3315,184,12,17,109,1634,1255,104,PPD/PSD.CDS-PP,0.4929110105580694,6062,712,3749,1602,0.11745298581326295,0.6184427581656219,0.26426921807984166,5571,1048,2086.0,660.0,847.0,589.0,341.0,0.18811703464369053,0.3744390594148268,0.11847065158858373,0.15203733620534912,0.10572608149344821,0.061209836654101596,845.1,11.1,0.111,"(41.266132, -7.5755135)",41.266132,-7.5755135
69,Santa Marta de Penaguião,3783,174,5,18,121,1673,1699,93,PS,0.4491144594237378,6894,740,4385,1770,0.10733971569480708,0.6360603423266609,0.25674499564838993,6470,1406,2326.0,800.0,875.0,663.0,400.0,0.21731066460587325,0.35950540958268934,0.12364760432766615,0.13523956723338484,0.10247295208655333,0.061823802163833076,687,11.9,0.11900000000000001,"(41.2098807, -7.784071899999999)",41.20988070000001,-7.7840719
70,São João da Pesqueira,3468,183,15,29,129,1936,1006,170,PPD/PSD.CDS-PP,0.558246828143022,7418,904,4822,1692,0.12186573200323537,0.6500404421677002,0.22809382582906443,6815,1236,2503.0,1032.0,1005.0,702.0,337.0,0.1813646368305209,0.3672780630961115,0.15143066764490096,0.1474688187820983,0.10300807043286868,0.04944974321349963,740.8,6.9,0.069,"(41.14773810000001, -7.405053300000001)",41.1477381,-7.4050533
71,Sernancelhe,3157,114,8,9,45,2072,827,82,PPD/PSD.CDS-PP,0.656319290465632,5511,603,3477,1431,0.10941752857920523,0.6309199782253675,0.25966249319542734,4954,854,1846.0,601.0,744.0,653.0,256.0,0.1723859507468712,0.37262817924909164,0.12131610819539766,0.15018167137666533,0.13181267662494953,0.051675413807024624,627.9,7.5,0.075,"(40.8998417, -7.4900188)",40.8998417,-7.4900188
